,Teaching Activities
73,TERM402 - OBSTETRICS/GYNECOLOGY CLERKSHIP (Fall Term 2009)  2009
74,91-912 - SURGICAL GYNECOLOGY (Fall Term 2009)  2009
75,02-402 - OBSTETRICS/GYNECOLOGY CLERKSHIP (Fall Term 2009)  2009
76,02-402 - OBSTETRICS/GYNECOLOGY CLERKSHIP (Spring Term 2009)  2009
77,02-402 - OBSTETRICS/GYNECOLOGY CLERKSHIP (Spring Term 2009)  2009
78,02-402 - OBSTETRICS/GYNECOLOGY CLERKSHIP (Fall Term 2008)  2008 - 2009
79,02-402 - OBSTETRICS/GYNECOLOGY CLERKSHIP (Fall Term 2008)  2008
80,02-402 - OBSTETRICS/GYNECOLOGY CLERKSHIP (Fall Term 2008)  2008
81,TERM402 - OBSTETRICS/GYNECOLOGY CLERKSHIP (Fall Term 2008)  2008
82,02-402 - OBSTETRICS/GYNECOLOGY CLERKSHIP (Fall Term 2008)  2008
