,Teaching Activities
34,NUR612 - Advanced Pathophysiology (Summer Term 2014)  2014
35,NUR612 - Advanced Pathophysiology (Summer Term 2014)  2014
36,NUR612 - Advanced Pathophysiology (Summer Term 2014)  2014
37,NUR612 - Advanced Pathophysiology (Summer Term 2014)  2014
38,NUR606 - Translating Evidence into Prac (Spring Term 2014)  2014
39,NUR606 - Translating Evidence into Prac (Spring Term 2014)  2014
40,NUR612 - Advanced Pathophysiology (Fall Term 2013)  2013
41,NUR612 - Advanced Pathophysiology (Fall Term 2013)  2013
42,NUR602 - Issues Affect Adv Nurs Pract (Summer Term 2013)  2013
43,NUR602 - Issues Affect Adv Nurs Pract (Summer Term 2013)  2013
44,NUR612 - Advanced Pathophysiology (Summer Term 2013)  2013
45,NFH621 - Advanced Family Nursing I (Spring Term 2013)  2013
46,NFH692L - Residency: Family Nurs Prac (Fall Term 2012)  2012
47,NUR001 - MSN Orientation (Fall Term 2012)  2012
48,NUR790 - Independent Study in Nursing (Fall Term 2012)  2012
49,NUR001 - MSN Orientation (Summer Term 2012)  2012
50,NUR434 - Perspective Global Hlth Ldrshp (Summer Term 2012)  2012
51,NUR634 - Perspective Global Hlth Ldrshp (Summer Term 2012)  2012
52,NUR790 - Independent Study in Nursing (Summer Term 2012)  2012
53,NUR799 - Dissertation Research (Summer Term 2012)  2012
54,NUR001 - MSN Orientation (Spring Term 2012)  2012
55,NUR735 - Population Health Adv Prac Nur (Spring Term 2012)  2012
56,NUR799 - Dissertation Research (Spring Term 2012)  2012
57,NUR613 - Pharmacology and Therapeutics (Fall Term 2011)  2011
58,NUR613 - Pharmacology and Therapeutics (Fall Term 2011)  2011
59,NUR613 - Pharmacology and Therapeutics (Fall Term 2011)  2011
60,NUR613 - Pharmacology and Therapeutics (Fall Term 2011)  2011
61,NUR613 - Pharmacology and Therapeutics (Fall Term 2011)  2011
62,NUR735 - Population Health Adv Prac Nur (Fall Term 2011)  2011
63,NUR735 - Population Health Adv Prac Nur (Fall Term 2011)  2011
64,NUR739L - Scholarly Practice Project (Fall Term 2011)  2011
65,NWH692L - Residency: Women's Health NP (Fall Term 2011)  2011
66,NUR442 - Hlth/Ed/Soc Welfare Global Com (Summer Term 2011)  2011
67,NUR613 - Pharmacology and Therapeutics (Summer Term 2011)  2011
68,NUR642 - Hlth/Ed/Soc Welfare Global Com (Summer Term 2011)  2011
69,NUR799 - Dissertation Research (Summer Term 2011)  2011
70,NFH621 - Advanced Family Nursing I (Spring Term 2011)  2011
71,NFH621 - Advanced Family Nursing I (Spring Term 2011)  2011
72,NFH621 - Advanced Family Nursing I (Spring Term 2011)  2011
73,NUR690 - Indep Study in Nursing (Spring Term 2011)  2011
74,NUR690 - Indep Study in Nursing (Spring Term 2011)  2011
75,NUR735 - Population Health Adv Prac Nur (Spring Term 2011)  2011
76,NUR735 - Population Health Adv Prac Nur (Spring Term 2011)  2011
77,NUR799 - Dissertation Research (Spring Term 2011)  2011
78,NFH692L - Residency: Family Nurs Prac (Fall Term 2010)  2010
79,NFH692L - Residency: Family Nurs Prac (Fall Term 2010)  2010
80,NFH692L - Residency: Family Nurs Prac (Fall Term 2010)  2010
81,NFH692L - Residency: Family Nurs Prac (Fall Term 2010)  2010
82,NFH692L - Residency: Family Nurs Prac (Fall Term 2010)  2010
83,NFH692L - Residency: Family Nurs Prac (Fall Term 2010)  2010
84,NFH692L - Residency: Family Nurs Prac (Fall Term 2010)  2010
85,NFH692L - Residency: Family Nurs Prac (Fall Term 2010)  2010
86,NUR735 - Population Health Adv Prac Nur (Fall Term 2010)  2010
87,NUR735 - Population Health Adv Prac Nur (Fall Term 2010)  2010
88,NFH622 - Advanced Family Nursing II (Summer Term 2010)  2010
89,NFH622 - Advanced Family Nursing II (Summer Term 2010)  2010
90,NFH622 - Advanced Family Nursing II (Summer Term 2010)  2010
91,NUR442 - Hlth/Ed/Soc Welfare Global Com (Summer Term 2010)  2010
92,NUR735 - Population Health Adv Prac Nur (Summer Term 2010)  2010
93,NUR735 - Population Health Adv Prac Nur (Summer Term 2010)  2010
94,NFH621 - Advanced Family Nursing I (Spring Term 2010)  2010
95,NFH621 - Advanced Family Nursing I (Spring Term 2010)  2010
96,NFH621 - Advanced Family Nursing I (Spring Term 2010)  2010
97,NFH621 - Advanced Family Nursing I (Spring Term 2010)  2010
98,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
99,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
100,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
101,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
102,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
103,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
104,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
105,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
106,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
107,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
108,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
109,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
110,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
111,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
112,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
113,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
114,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
115,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
116,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
117,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
118,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
119,NFH692L - Residency: Family Nurs Prac (Spring Term 2010)  2010
120,NFH692L - Residency: Family Nurs Prac (Spring Term 2010)  2010
121,NUR690 - Independent Study in Nursing (Spring Term 2010)  2010
122,NUR691 - Indep Study Clinical Nursing (Spring Term 2010)  2010
123,NUR735 - Population Health Adv Prac Nur (Spring Term 2010)  2010
124,NUR790 - Independent Study in Nursing (Spring Term 2010)  2010
125,NFH692L - Residency: Family Nurs Prac (Fall Term 2009)  2009
126,NFH692L - Residency: Family Nurs Prac (Fall Term 2009)  2009
127,NFH692L - Residency: Family Nurs Prac (Fall Term 2009)  2009
128,NFH692L - Residency: Family Nurs Prac (Fall Term 2009)  2009
129,NFH692L - Residency: Family Nurs Prac (Fall Term 2009)  2009
130,NFH692L - Residency: Family Nurs Prac (Fall Term 2009)  2009
131,NFH692L - Residency: Family Nurs Prac (Fall Term 2009)  2009
132,NFH692L - Residency: Family Nurs Prac (Fall Term 2009)  2009
133,NFH692L - Residency: Family Nurs Prac (Fall Term 2009)  2009
134,NFH692L - Residency: Family Nurs Prac (Fall Term 2009)  2009
135,NFH692L - Residency: Family Nurs Prac (Fall Term 2009)  2009
136,NUR690 - Independent Study in Nursing (Fall Term 2009)  2009
137,NFH622 - Advanced Family Nursing II (Summer Term 2009)  2009
138,NFH622 - Advanced Family Nursing II (Summer Term 2009)  2009
139,NFH622 - Advanced Family Nursing II (Summer Term 2009)  2009
140,NFH692L - Residency: Family Nurs Prac (Summer Term 2009)  2009
141,NUR442 - Hlth/Ed/Soc Welfare Global Com (Summer Term 2009)  2009
142,NUR642 - Hlth/Ed/Soc Welfare Global Com (Summer Term 2009)  2009
143,NUR690 - Independent Study in Nursing (Summer Term 2009)  2009
144,NUR691 - Indep Study Clinical Nursing (Summer Term 2009)  2009
145,NFH621 - Advanced Family Nursing I (Spring Term 2009)  2009
146,NFH621 - Advanced Family Nursing I (Spring Term 2009)  2009
147,NFH621 - Advanced Family Nursing I (Spring Term 2009)  2009
148,NFH685 - Prac:Family Nurse Practitioner (Spring Term 2009)  2009
149,NFH692 - Residency: Family Nurs Prac (Spring Term 2009)  2009
150,NUR690 - Independent Study in Nursing (Spring Term 2009)  2009
151,NFH623 - Advanced Family Nursing III (Fall Term 2008)  2008
152,NFH687 - Prac III: Family Nrs Pract (Fall Term 2008)  2008
153,NUR790 - Independent Study in Nursing (Fall Term 2008)  2008
154,NFH622 - Advanced Family Nursing II (Summer Term 2008)  2008
155,NUR442 - Hlth/Ed/Soc Welfare Global Com (Summer Term 2008)  2008
156,NUR614 - Assess Diag Reasoning APN Prac (Summer Term 2008)  2008
157,NUR642 - Hlth/Ed/Soc Welfare Global Com (Summer Term 2008)  2008
158,NFH621 - Advanced Family Nursing I (Spring Term 2008)  2008
159,NFH685 - Prac:Family Nurse Practitioner (Spring Term 2008)  2008
160,NUR602 - Issues Affect Adv Nurs Pract (Spring Term 2008)  2008
161,NUR690 - Independent Study in Nursing (Spring Term 2008)  2008
162,NFH623 - Advanced Family Nursing III (Fall Term 2007)  2007
163,NFH687 - Prac III: Family Nrs Pract (Fall Term 2007)  2007
164,NUR602 - Issues Affect Adv Nurs Pract (Fall Term 2007)  2007
165,NUR602 - Issues Affect Adv Nurs Pract (Fall Term 2007)  2007
166,NUR690 - Independent Study in Nursing (Fall Term 2007)  2007
