,Teaching Activities
78,CLN410 - Primary Care Clinic V (Fall Term 2012)  2012
79,CLN410 - Primary Care Clinic V (Fall Term 2012)  2012
80,CLN350 - Primary Eye Care Clinic VI (Summer Term 2012)  2012
81,CLN350 - Primary Eye Care Clinic VI (Summer Term 2012)  2012
82,CLN350 - Primary Eye Care Clinic VI (Summer Term 2012)  2012
83,CLN350 - Primary Eye Care Clinic VI (Summer Term 2012)  2012
84,CLN350 - Primary Eye Care Clinic VI (Summer Term 2012)  2012
85,CLN241 - Primary Eye Care Rotation IV (Spring Term 2012)  2012
86,CLN241 - Primary Eye Care Rotation IV (Spring Term 2012)  2012
87,CLN241 - Primary Eye Care Rotation IV (Spring Term 2012)  2012
88,CLN241 - Primary Eye Care Rotation IV (Spring Term 2012)  2012
89,CLN342 - Clinical Rotations V (Spring Term 2012)  2012
90,CLN342 - Clinical Rotations V (Spring Term 2012)  2012
91,CLN342 - Clinical Rotations V (Spring Term 2012)  2012
92,CLN342 - Clinical Rotations V (Spring Term 2012)  2012
93,CLN342 - Clinical Rotations V (Spring Term 2012)  2012
94,CLN342 - Clinical Rotations V (Spring Term 2012)  2012
95,CLN440 - Primary Eye Care Clinic X (Spring Term 2012)  2012
96,CLN440 - Primary Eye Care Clinic X (Spring Term 2012)  2012
97,CLN440 - Primary Eye Care Clinic X (Spring Term 2012)  2012
98,CLN440 - Primary Eye Care Clinic X (Spring Term 2012)  2012
99,CLN440 - Primary Eye Care Clinic X (Spring Term 2012)  2012
100,CLN231 - Primary Eye Care Rotation III (Spring Term 2012)  2012
101,CLN231 - Primary Eye Care Rotation III (Spring Term 2012)  2012
102,CLN231 - Primary Eye Care Rotation III (Spring Term 2012)  2012
103,CLN231 - Primary Eye Care Rotation III (Spring Term 2012)  2012
104,CLN332 - Clinical Rotation IV (Spring Term 2012)  2012
105,CLN332 - Clinical Rotation IV (Spring Term 2012)  2012
106,CLN332 - Clinical Rotation IV (Spring Term 2012)  2012
107,CLN332 - Clinical Rotation IV (Spring Term 2012)  2012
108,CLN332 - Clinical Rotation IV (Spring Term 2012)  2012
109,CLN332 - Clinical Rotation IV (Spring Term 2012)  2012
110,CLN430 - Primary Care Clinic IX (Spring Term 2012)  2012
111,CLN430 - Primary Care Clinic IX (Spring Term 2012)  2012
112,CLN430 - Primary Care Clinic IX (Spring Term 2012)  2012
113,CLN430 - Primary Care Clinic IX (Spring Term 2012)  2012
114,CLN430 - Primary Care Clinic IX (Spring Term 2012)  2012
115,CLN221 - Primary Care Clin Rotation II (Fall Term 2011)  2011
116,CLN221 - Primary Care Clin Rotation II (Fall Term 2011)  2011
117,CLN221 - Primary Care Clin Rotation II (Fall Term 2011)  2011
118,CLN221 - Primary Care Clin Rotation II (Fall Term 2011)  2011
119,CLN322 - Clinical Rotation III (Fall Term 2011)  2011
120,CLN322 - Clinical Rotation III (Fall Term 2011)  2011
121,CLN322 - Clinical Rotation III (Fall Term 2011)  2011
122,CLN322 - Clinical Rotation III (Fall Term 2011)  2011
123,CLN322 - Clinical Rotation III (Fall Term 2011)  2011
124,CLN322 - Clinical Rotation III (Fall Term 2011)  2011
125,CLN420 - Primary Care Clinic VIII (Fall Term 2011)  2011
126,CLN420 - Primary Care Clinic VIII (Fall Term 2011)  2011
127,CLN420 - Primary Care Clinic VIII (Fall Term 2011)  2011
128,CLN420 - Primary Care Clinic VIII (Fall Term 2011)  2011
129,CLN420 - Primary Care Clinic VIII (Fall Term 2011)  2011
130,CLN211 - Primary Eye Care Rotation I (Fall Term 2011)  2011
131,CLN211 - Primary Eye Care Rotation I (Fall Term 2011)  2011
132,CLN211 - Primary Eye Care Rotation I (Fall Term 2011)  2011
133,CLN211 - Primary Eye Care Rotation I (Fall Term 2011)  2011
134,CLN312 - Clinical Rotation II (Fall Term 2011)  2011
135,CLN312 - Clinical Rotation II (Fall Term 2011)  2011
136,CLN312 - Clinical Rotation II (Fall Term 2011)  2011
137,CLN312 - Clinical Rotation II (Fall Term 2011)  2011
138,CLN312 - Clinical Rotation II (Fall Term 2011)  2011
139,CLN312 - Clinical Rotation II (Fall Term 2011)  2011
140,CLN410 - Primary Care Clinic VII (Fall Term 2011)  2011
141,CLN410 - Primary Care Clinic VII (Fall Term 2011)  2011
142,CLN410 - Primary Care Clinic VII (Fall Term 2011)  2011
143,CLN410 - Primary Care Clinic VII (Fall Term 2011)  2011
144,CLN410 - Primary Care Clinic VII (Fall Term 2011)  2011
145,CLN350 - Primary Eye Care Clinic VI (Summer Term 2011)  2011
146,CLN350 - Primary Eye Care Clinic VI (Summer Term 2011)  2011
147,CLN350 - Primary Eye Care Clinic VI (Summer Term 2011)  2011
148,CLN350 - Primary Eye Care Clinic VI (Summer Term 2011)  2011
149,CLN350 - Primary Eye Care Clinic VI (Summer Term 2011)  2011
150,CLN241 - Primary Eye Care Rotation IV (Spring Term 2011)  2011
151,CLN241 - Primary Eye Care Rotation IV (Spring Term 2011)  2011
152,CLN241 - Primary Eye Care Rotation IV (Spring Term 2011)  2011
153,CLN241 - Primary Eye Care Rotation IV (Spring Term 2011)  2011
154,CLN342 - Clinical Rotations V (Spring Term 2011)  2011
155,CLN342 - Clinical Rotations V (Spring Term 2011)  2011
156,CLN342 - Clinical Rotations V (Spring Term 2011)  2011
157,CLN342 - Clinical Rotations V (Spring Term 2011)  2011
158,CLN342 - Clinical Rotations V (Spring Term 2011)  2011
159,CLN342 - Clinical Rotations V (Spring Term 2011)  2011
160,CLN440 - Primary Eye Care Clinic X (Spring Term 2011)  2011
161,CLN440 - Primary Eye Care Clinic X (Spring Term 2011)  2011
162,CLN440 - Primary Eye Care Clinic X (Spring Term 2011)  2011
163,CLN440 - Primary Eye Care Clinic X (Spring Term 2011)  2011
164,CLN440 - Primary Eye Care Clinic X (Spring Term 2011)  2011
165,OPT232 - Diseases of Anterior Segment (Spring Term 2011)  2011
166,CLN231 - Primary Eye Care Rotation III (Spring Term 2011)  2011
167,CLN231 - Primary Eye Care Rotation III (Spring Term 2011)  2011
168,CLN231 - Primary Eye Care Rotation III (Spring Term 2011)  2011
169,CLN231 - Primary Eye Care Rotation III (Spring Term 2011)  2011
170,CLN332 - Clinical Rotation IV (Spring Term 2011)  2011
171,CLN332 - Clinical Rotation IV (Spring Term 2011)  2011
172,CLN332 - Clinical Rotation IV (Spring Term 2011)  2011
173,CLN332 - Clinical Rotation IV (Spring Term 2011)  2011
174,CLN332 - Clinical Rotation IV (Spring Term 2011)  2011
175,CLN332 - Clinical Rotation IV (Spring Term 2011)  2011
176,CLN430 - Primary Care Clinic IX (Spring Term 2011)  2011
177,CLN430 - Primary Care Clinic IX (Spring Term 2011)  2011
178,CLN430 - Primary Care Clinic IX (Spring Term 2011)  2011
179,CLN430 - Primary Care Clinic IX (Spring Term 2011)  2011
180,CLN430 - Primary Care Clinic IX (Spring Term 2011)  2011
181,CLN221 - Primary Care Clin Rotation II (Fall Term 2010)  2010
182,CLN221 - Primary Care Clin Rotation II (Fall Term 2010)  2010
183,CLN221 - Primary Care Clin Rotation II (Fall Term 2010)  2010
184,CLN221 - Primary Care Clin Rotation II (Fall Term 2010)  2010
185,CLN322 - Clinical Rotation III (Fall Term 2010)  2010
186,CLN322 - Clinical Rotation III (Fall Term 2010)  2010
187,CLN322 - Clinical Rotation III (Fall Term 2010)  2010
188,CLN322 - Clinical Rotation III (Fall Term 2010)  2010
189,CLN322 - Clinical Rotation III (Fall Term 2010)  2010
190,CLN322 - Clinical Rotation III (Fall Term 2010)  2010
191,CLN420 - Primary Care Clinic VIII (Fall Term 2010)  2010
192,CLN420 - Primary Care Clinic VIII (Fall Term 2010)  2010
193,CLN420 - Primary Care Clinic VIII (Fall Term 2010)  2010
194,CLN420 - Primary Care Clinic VIII (Fall Term 2010)  2010
195,CLN420 - Primary Care Clinic VIII (Fall Term 2010)  2010
196,CLN211 - Primary Eye Care Rotation I (Fall Term 2010)  2010
197,CLN211 - Primary Eye Care Rotation I (Fall Term 2010)  2010
198,CLN211 - Primary Eye Care Rotation I (Fall Term 2010)  2010
199,CLN211 - Primary Eye Care Rotation I (Fall Term 2010)  2010
200,CLN312 - Clinical Rotation II (Fall Term 2010)  2010
201,CLN312 - Clinical Rotation II (Fall Term 2010)  2010
202,CLN312 - Clinical Rotation II (Fall Term 2010)  2010
203,CLN312 - Clinical Rotation II (Fall Term 2010)  2010
204,CLN312 - Clinical Rotation II (Fall Term 2010)  2010
205,CLN312 - Clinical Rotation II (Fall Term 2010)  2010
206,CLN410 - Primary Care Clinic VII (Fall Term 2010)  2010
207,CLN410 - Primary Care Clinic VII (Fall Term 2010)  2010
208,CLN410 - Primary Care Clinic VII (Fall Term 2010)  2010
209,CLN410 - Primary Care Clinic VII (Fall Term 2010)  2010
210,CLN410 - Primary Care Clinic VII (Fall Term 2010)  2010
211,CLN350 - Primary Eye Care Clinic VI (Summer Term 2010)  2010
212,CLN350 - Primary Eye Care Clinic VI (Summer Term 2010)  2010
213,CLN350 - Primary Eye Care Clinic VI (Summer Term 2010)  2010
214,CLN350 - Primary Eye Care Clinic VI (Summer Term 2010)  2010
215,CLN350 - Primary Eye Care Clinic VI (Summer Term 2010)  2010
216,OPT232 - Diseases of Anterior Segment (Spring Term 2010)  2010
217,CLN342 - Clinical Rotations V (Spring Term 2010)  2010
218,CLN342 - Clinical Rotations V (Spring Term 2010)  2010
219,CLN342 - Clinical Rotations V (Spring Term 2010)  2010
220,CLN342 - Clinical Rotations V (Spring Term 2010)  2010
221,CLN342 - Clinical Rotations V (Spring Term 2010)  2010
222,CLN342 - Clinical Rotations V (Spring Term 2010)  2010
223,CLN440 - Primary Eye Care Clinic X (Spring Term 2010)  2010
224,CLN440 - Primary Eye Care Clinic X (Spring Term 2010)  2010
225,CLN440 - Primary Eye Care Clinic X (Spring Term 2010)  2010
226,CLN440 - Primary Eye Care Clinic X (Spring Term 2010)  2010
227,CLN440 - Primary Eye Care Clinic X (Spring Term 2010)  2010
228,CLN332 - Clinical Rotation IV (Spring Term 2010)  2010
229,CLN332 - Clinical Rotation IV (Spring Term 2010)  2010
230,CLN332 - Clinical Rotation IV (Spring Term 2010)  2010
231,CLN332 - Clinical Rotation IV (Spring Term 2010)  2010
232,CLN332 - Clinical Rotation IV (Spring Term 2010)  2010
233,CLN332 - Clinical Rotation IV (Spring Term 2010)  2010
234,CLN430 - Primary Care Clinic IX (Spring Term 2010)  2010
235,CLN430 - Primary Care Clinic IX (Spring Term 2010)  2010
236,CLN430 - Primary Care Clinic IX (Spring Term 2010)  2010
237,CLN430 - Primary Care Clinic IX (Spring Term 2010)  2010
238,CLN430 - Primary Care Clinic IX (Spring Term 2010)  2010
239,CLN221 - Primary Care Clin Rotation II (Fall Term 2009)  2009
240,CLN221 - Primary Care Clin Rotation II (Fall Term 2009)  2009
241,CLN221 - Primary Care Clin Rotation II (Fall Term 2009)  2009
242,CLN221 - Primary Care Clin Rotation II (Fall Term 2009)  2009
243,CLN322 - Clinical Rotation III (Fall Term 2009)  2009
244,CLN322 - Clinical Rotation III (Fall Term 2009)  2009
245,CLN322 - Clinical Rotation III (Fall Term 2009)  2009
246,CLN322 - Clinical Rotation III (Fall Term 2009)  2009
247,CLN322 - Clinical Rotation III (Fall Term 2009)  2009
248,CLN322 - Clinical Rotation III (Fall Term 2009)  2009
249,CLN420 - Primary Care Clinic VIII (Fall Term 2009)  2009
250,CLN420 - Primary Care Clinic VIII (Fall Term 2009)  2009
251,CLN420 - Primary Care Clinic VIII (Fall Term 2009)  2009
252,CLN420 - Primary Care Clinic VIII (Fall Term 2009)  2009
253,CLN420 - Primary Care Clinic VIII (Fall Term 2009)  2009
254,CLN211 - Primary Care Clinic Rotation I (Fall Term 2009)  2009
255,CLN211 - Primary Care Clinic Rotation I (Fall Term 2009)  2009
256,CLN211 - Primary Care Clinic Rotation I (Fall Term 2009)  2009
257,CLN211 - Primary Care Clinic Rotation I (Fall Term 2009)  2009
258,CLN311 - Primary Eye Care Clin II (Fall Term 2009)  2009
259,CLN311 - Primary Eye Care Clin II (Fall Term 2009)  2009
260,CLN311 - Primary Eye Care Clin II (Fall Term 2009)  2009
261,CLN311 - Primary Eye Care Clin II (Fall Term 2009)  2009
262,CLN311 - Primary Eye Care Clin II (Fall Term 2009)  2009
263,CLN312 - Clinical Rotation II (Fall Term 2009)  2009
264,CLN312 - Clinical Rotation II (Fall Term 2009)  2009
265,CLN312 - Clinical Rotation II (Fall Term 2009)  2009
266,CLN312 - Clinical Rotation II (Fall Term 2009)  2009
267,CLN312 - Clinical Rotation II (Fall Term 2009)  2009
268,CLN312 - Clinical Rotation II (Fall Term 2009)  2009
269,CLN410 - Primary Care Clinic VII (Fall Term 2009)  2009
270,CLN410 - Primary Care Clinic VII (Fall Term 2009)  2009
271,CLN410 - Primary Care Clinic VII (Fall Term 2009)  2009
272,CLN410 - Primary Care Clinic VII (Fall Term 2009)  2009
273,CLN410 - Primary Care Clinic VII (Fall Term 2009)  2009
274,CLN340 - Primary Care Clinic V (Summer Term 2009)  2009
275,CLN340 - Primary Care Clinic V (Summer Term 2009)  2009
276,CLN231 - Primary Care Clinic Rotation (Spring Term 2009)  2009
277,OPT232 - Cornea & External Disease (Spring Term 2009)  2009
278,CLN430 - Primary Care Clinic VIII (Spring Term 2009)  2009
279,CLN221 - Primary Care Clinic Rotation (Winter Term 2009)  2008 - 2009
280,CLN420 - Primary Care Clinic VII (Winter Term 2009)  2008 - 2009
281,CLN410 - Primary Care Clinic VI (Fall Term 2008)  2008
282,CLN211 - Primary Care Clinic Rotation (Fall Term 2008)  2008
283,CLN340 - Primary Care Clinic V (Summer Term 2008)  2008
284,CLN340 - Primary Care Clinic V (Summer Term 2008)  2008
285,CLN231 - Primary Care Clinic Rotation (Spring Term 2008)  2008
286,CLN430 - Primary Care Clinic VIII (Spring Term 2008)  2008
287,OPT232 - Cornea & External Disease (Spring Term 2008)  2008
288,CLN221 - Primary Care Clinic Rotation (Winter Term 2008)  2007 - 2008
289,CLN420 - Primary Care Clinic VIII (Winter Term 2008)  2007 - 2008
290,CLN410 - Primary Care Clinic VI (Fall Term 2007)  2007
291,CLN211 - Primary Care Clinic Rotation (Fall Term 2007)  2007
