,Teaching Activities
106,CLN251 - Primary Eye Care Clinic I (Summer Term 2011)  2011
107,CLN251 - Primary Eye Care Clinic I (Summer Term 2011)  2011
108,CLN251 - Primary Eye Care Clinic I (Summer Term 2011)  2011
109,CLN251 - Primary Eye Care Clinic I (Summer Term 2011)  2011
110,CLN251 - Primary Eye Care Clinic I (Summer Term 2011)  2011
111,CLN251 - Primary Eye Care Clinic I (Summer Term 2011)  2011
112,CLN251 - Primary Eye Care Clinic I (Summer Term 2011)  2011
113,CLN251 - Primary Eye Care Clinic I (Summer Term 2011)  2011
114,CLN251 - Primary Eye Care Clinic I (Summer Term 2011)  2011
115,CLN251 - Primary Eye Care Clinic I (Summer Term 2011)  2011
116,OPT334 - Injections/Minor Surgical Proc (Spring Term 2011)  2011
117,OPT334L - Injections/Minor Surg Proc Lab (Spring Term 2011)  2011
118,OPT334L - Injections/Minor Surg Proc Lab (Spring Term 2011)  2011
119,OPT334L - Injections/Minor Surg Proc Lab (Spring Term 2011)  2011
120,OPT334L - Injections/Minor Surg Proc Lab (Spring Term 2011)  2011
121,CLN331 - Primary Eye Care Clinic IV (Spring Term 2011)  2011
122,CLN331 - Primary Eye Care Clinic IV (Spring Term 2011)  2011
123,CLN331 - Primary Eye Care Clinic IV (Spring Term 2011)  2011
124,CLN331 - Primary Eye Care Clinic IV (Spring Term 2011)  2011
125,CLN331 - Primary Eye Care Clinic IV (Spring Term 2011)  2011
126,CLN331 - Primary Eye Care Clinic IV (Spring Term 2011)  2011
127,CLN332 - Clinical Rotation IV (Spring Term 2011)  2011
128,CLN332 - Clinical Rotation IV (Spring Term 2011)  2011
129,CLN332 - Clinical Rotation IV (Spring Term 2011)  2011
130,CLN332 - Clinical Rotation IV (Spring Term 2011)  2011
131,CLN332 - Clinical Rotation IV (Spring Term 2011)  2011
132,CLN332 - Clinical Rotation IV (Spring Term 2011)  2011
133,CLN321 - Primary Eye Care Clinic III (Fall Term 2010)  2010
134,CLN321 - Primary Eye Care Clinic III (Fall Term 2010)  2010
135,CLN321 - Primary Eye Care Clinic III (Fall Term 2010)  2010
136,CLN321 - Primary Eye Care Clinic III (Fall Term 2010)  2010
137,CLN321 - Primary Eye Care Clinic III (Fall Term 2010)  2010
138,CLN321 - Primary Eye Care Clinic III (Fall Term 2010)  2010
139,CLN322 - Clinical Rotation III (Fall Term 2010)  2010
140,CLN322 - Clinical Rotation III (Fall Term 2010)  2010
141,CLN322 - Clinical Rotation III (Fall Term 2010)  2010
142,CLN322 - Clinical Rotation III (Fall Term 2010)  2010
143,CLN322 - Clinical Rotation III (Fall Term 2010)  2010
144,CLN322 - Clinical Rotation III (Fall Term 2010)  2010
145,OPT221L - CEVS III Lab (Fall Term 2010)  2010
146,OPT221L - CEVS III Lab (Fall Term 2010)  2010
147,CLN311 - Primary Eye Care Clin II (Fall Term 2010)  2010
148,CLN312 - Clinical Rotation II (Fall Term 2010)  2010
149,CLN312 - Clinical Rotation II (Fall Term 2010)  2010
150,CLN312 - Clinical Rotation II (Fall Term 2010)  2010
151,CLN312 - Clinical Rotation II (Fall Term 2010)  2010
152,CLN312 - Clinical Rotation II (Fall Term 2010)  2010
153,CLN312 - Clinical Rotation II (Fall Term 2010)  2010
154,CLN410 - Primary Care Clinic VII (Fall Term 2010)  2010
155,CLN410 - Primary Care Clinic VII (Fall Term 2010)  2010
156,CLN410 - Primary Care Clinic VII (Fall Term 2010)  2010
157,CLN410 - Primary Care Clinic VII (Fall Term 2010)  2010
158,CLN410 - Primary Care Clinic VII (Fall Term 2010)  2010
159,OPT211 - CEVS II (Fall Term 2010)  2010
160,OPT211L - CEVS II Lab (Fall Term 2010)  2010
161,OPT211L - CEVS II Lab (Fall Term 2010)  2010
162,OPT151 - Clin Eval of the Vision System (Summer Term 2010)  2010
163,OPT151L - Clin Evaluation of Vis Sys Lab (Summer Term 2010)  2010
164,OPT151L - Clin Evaluation of Vis Sys Lab (Summer Term 2010)  2010
165,CLN251 - Primary Eye Care Clinic (Summer Term 2010)  2010
166,CLN251 - Primary Eye Care Clinic (Summer Term 2010)  2010
167,CLN251 - Primary Eye Care Clinic (Summer Term 2010)  2010
168,CLN251 - Primary Eye Care Clinic (Summer Term 2010)  2010
169,CLN251 - Primary Eye Care Clinic (Summer Term 2010)  2010
170,OPT242L - Advanced Clin Procedures I Lab (Spring Term 2010)  2010
171,OPT334 - Injections/Minor Surgical Proc (Spring Term 2010)  2010
172,OPT334L - Injections/Minor Surg Proc Lab (Spring Term 2010)  2010
173,OPT334L - Injections/Minor Surg Proc Lab (Spring Term 2010)  2010
174,OPT334L - Injections/Minor Surg Proc Lab (Spring Term 2010)  2010
175,OPT334L - Injections/Minor Surg Proc Lab (Spring Term 2010)  2010
176,CLN331 - Primary Eye Care Clinic IV (Spring Term 2010)  2010
177,CLN331 - Primary Eye Care Clinic IV (Spring Term 2010)  2010
178,CLN331 - Primary Eye Care Clinic IV (Spring Term 2010)  2010
179,CLN331 - Primary Eye Care Clinic IV (Spring Term 2010)  2010
180,CLN332 - Clinical Rotation IV (Spring Term 2010)  2010
181,CLN332 - Clinical Rotation IV (Spring Term 2010)  2010
182,CLN332 - Clinical Rotation IV (Spring Term 2010)  2010
183,CLN332 - Clinical Rotation IV (Spring Term 2010)  2010
184,CLN332 - Clinical Rotation IV (Spring Term 2010)  2010
185,CLN332 - Clinical Rotation IV (Spring Term 2010)  2010
186,CLN322 - Clinical Rotation III (Fall Term 2009)  2009
187,CLN322 - Clinical Rotation III (Fall Term 2009)  2009
188,CLN322 - Clinical Rotation III (Fall Term 2009)  2009
189,CLN322 - Clinical Rotation III (Fall Term 2009)  2009
190,CLN322 - Clinical Rotation III (Fall Term 2009)  2009
191,CLN322 - Clinical Rotation III (Fall Term 2009)  2009
192,CLN420 - Primary Care Clinic VIII (Fall Term 2009)  2009
193,CLN420 - Primary Care Clinic VIII (Fall Term 2009)  2009
194,CLN420 - Primary Care Clinic VIII (Fall Term 2009)  2009
195,CLN420 - Primary Care Clinic VIII (Fall Term 2009)  2009
196,CLN420 - Primary Care Clinic VIII (Fall Term 2009)  2009
197,OPT221 - CEVS III (Fall Term 2009)  2009
198,OPVS121 - Basic Science/Clin Opt II (Fall Term 2009)  2009
199,CLN311 - Primary Eye Care Clin II (Fall Term 2009)  2009
200,CLN311 - Primary Eye Care Clin II (Fall Term 2009)  2009
201,CLN311 - Primary Eye Care Clin II (Fall Term 2009)  2009
202,CLN311 - Primary Eye Care Clin II (Fall Term 2009)  2009
203,CLN311 - Primary Eye Care Clin II (Fall Term 2009)  2009
204,CLN312 - Clinical Rotation II (Fall Term 2009)  2009
205,CLN312 - Clinical Rotation II (Fall Term 2009)  2009
206,CLN312 - Clinical Rotation II (Fall Term 2009)  2009
207,CLN312 - Clinical Rotation II (Fall Term 2009)  2009
208,CLN312 - Clinical Rotation II (Fall Term 2009)  2009
209,CLN312 - Clinical Rotation II (Fall Term 2009)  2009
210,CLN410 - Primary Care Clinic VII (Fall Term 2009)  2009
211,CLN410 - Primary Care Clinic VII (Fall Term 2009)  2009
212,CLN410 - Primary Care Clinic VII (Fall Term 2009)  2009
213,CLN410 - Primary Care Clinic VII (Fall Term 2009)  2009
214,CLN410 - Primary Care Clinic VII (Fall Term 2009)  2009
215,OPT151 - Clin Eval of the Vision System (Summer Term 2009)  2009
216,OPT151L - Clin Evaluation of Vis Sys lab (Summer Term 2009)  2009
217,OPT151L - Clin Evaluation of Vis Sys lab (Summer Term 2009)  2009
218,CLN250 - Primary Eye Care Clinic I (Summer Term 2009)  2009
219,CLN338 - Clinic Rotations (Spring Term 2009)  2009
220,OPT332 - Advanced Clinical Procedure II (Spring Term 2009)  2009
221,CLN420 - Primary Care Clinic VII (Winter Term 2009)  2008 - 2009
222,OPT221 - CEVS III (Winter Term 2009)  2008 - 2009
223,OPT221L - CEVS III Lab (Winter Term 2009)  2008 - 2009
224,OPT221L - CEVS III Lab (Winter Term 2009)  2008 - 2009
225,CLN310 - Primary Care Clinic II (Fall Term 2008)  2008
226,OPT211 - CEVS II (Fall Term 2008)  2008
227,OPT211L - CEVS II Lab (Fall Term 2008)  2008
228,OPT211L - CEVS II Lab (Fall Term 2008)  2008
229,CLN240 - Primary Care Clinic I (Summer Term 2008)  2008
230,OPT141 - CEVS I (Summer Term 2008)  2008
231,OPT141L - CEVS I (Summer Term 2008)  2008
232,OPT141L - CEVS I (Summer Term 2008)  2008
233,OPT332 - Advanced Clinical Procedure II (Spring Term 2008)  2008
234,CLN320 - Primary Care Clinic III (Winter Term 2008)  2007 - 2008
235,CLN310 - Primary Care Clinic II (Fall Term 2007)  2007
