,Teaching Activities
106,DAT1111 - Pre-Clinical Procedures I (Fall Term 2012)  2012
107,DAT1112 - Basic Science for Dental Asst (Fall Term 2012)  2012
108,DAT1114 - Anatomy and Physiology (Fall Term 2012)  2012
109,DAT1115 - Dental Materials (Fall Term 2012)  2012
110,DAT1118 - Applied Psychology in Dent (Fall Term 2012)  2012
111,DENT1135 - Entry Level Clin Skills (ELCS) (Fall Term 2012)  2012
112,DAT1311 - Clinical Practice II (Summer Term 2012)  2012
113,DAT1312 - OSHA (Summer Term 2012)  2012
114,DAT1313 - Dental Assisting Seminar (Summer Term 2012)  2012
115,DAT1318 - Dental Office Procedures (Summer Term 2012)  2012
116,DAT1211 - Clinical Practice I (Spring Term 2012)  2012
117,DAT1213 - Dental Radiology (Spring Term 2012)  2012
118,DAT1214 - Dental Health Education (Spring Term 2012)  2012
119,DAT1216 - Pre-Clinical Procedures II (Spring Term 2012)  2012
120,DAT1218 - Communications (Spring Term 2012)  2012
121,DENT1135 - Entry Level Clin Skills (ELCS) (Fall Term 2011)  2011
122,DAT1110 - Intro to Dental Assisting (Fall Term 2011)  2011
123,DAT1111 - Pre-Clinical Procedures I (Fall Term 2011)  2011
124,DAT1112 - Basic Science for Dental Asst (Fall Term 2011)  2011
125,DAT1114 - Anatomy and Physiology (Fall Term 2011)  2011
126,DAT1115 - Dental Materials (Fall Term 2011)  2011
127,DAT1118 - Applied Psychology in Dent (Fall Term 2011)  2011
128,DAT1311 - Clinical Practice II (Summer Term 2011)  2011
129,DAT1312 - OSHA (Summer Term 2011)  2011
130,DAT1313 - Dental Assisting Seminar (Summer Term 2011)  2011
131,DAT1318 - Dental Office Procedures (Summer Term 2011)  2011
132,DAT1211 - Clinical Practice I (Spring Term 2011)  2011
133,DAT1213 - Dental Radiology (Spring Term 2011)  2011
134,DAT1214 - Dental Health Education (Spring Term 2011)  2011
135,DAT1216 - Pre-Clinical Procedures II (Spring Term 2011)  2011
136,DAT1218 - Communications (Spring Term 2011)  2011
137,DAT1110 - Intro to Dental Assisting (Fall Term 2010)  2010
138,DAT1111 - Pre-Clinical Procedures I (Fall Term 2010)  2010
139,DAT1112 - Basic Science for Dental Asst (Fall Term 2010)  2010
140,DAT1114 - Anatomy and Physiology (Fall Term 2010)  2010
141,DAT1115 - Dental Materials (Fall Term 2010)  2010
142,DAT1118 - Applied Psychology in Dent (Fall Term 2010)  2010
143,DAT1311 - Clinical Practice II (Summer Term 2010)  2010
144,DAT1312 - OSHA (Summer Term 2010)  2010
145,DAT1313 - Dental Assisting Seminar (Summer Term 2010)  2010
146,DAT1318 - Dental Office Procedures (Summer Term 2010)  2010
147,DAT1211 - Clinical Practice I (Spring Term 2010)  2010
148,DAT1213 - Dental Radiology (Spring Term 2010)  2010
149,DAT1214 - Dental Health Education (Spring Term 2010)  2010
150,DAT1216 - Pre-Clinical Procedures II (Spring Term 2010)  2010
151,DAT1218 - Communications (Spring Term 2010)  2010
152,DAT1110 - Intro to Dental Assisting (Fall Term 2009)  2009
153,DAT1111 - Pre-Clinical Procedures I (Fall Term 2009)  2009
154,DAT1112 - Basic Science for Dental Asst (Fall Term 2009)  2009
155,DAT1114 - Anatomy and Physiology (Fall Term 2009)  2009
156,DAT1115 - Dental Materials (Fall Term 2009)  2009
157,DAT1118 - Applied Psychology in Dent (Fall Term 2009)  2009
158,DAT1311 - Clinical Practice II (Summer Term 2009)  2009
159,DAT1312 - OSHA (Summer Term 2009)  2009
160,DAT1313 - Dental Assisting Seminar (Summer Term 2009)  2009
161,DAT1318 - Dental Office Procedures (Summer Term 2009)  2009
162,DAT1211 - Clinical Practice I (Spring Term 2009)  2009
163,DAT1213 - Dental Radiology (Spring Term 2009)  2009
164,DAT1214 - Dental Health Education (Spring Term 2009)  2009
165,DAT1216 - Pre-Clinical Procedures II (Spring Term 2009)  2009
166,DAT1218 - Communications (Spring Term 2009)  2009
167,DAT1110 - Intro to Dental Assisting (Fall Term 2008)  2008
168,DAT1111 - Pre-Clinical Procedures I (Fall Term 2008)  2008
169,DAT1112 - Basic Science for Dental Asst (Fall Term 2008)  2008
170,DAT1114 - Anatomy and Physiology (Fall Term 2008)  2008
171,DAT1115 - Dental Materials (Fall Term 2008)  2008
172,DAT1118 - Applied Psychology in Dent (Fall Term 2008)  2008
173,DAT1311 - Clinical Practice II (Summer Term 2008)  2008
174,DAT1312 - OSHA (Summer Term 2008)  2008
175,DAT1313 - Dental Assisting Seminar (Summer Term 2008)  2008
176,DAT1318 - Dental Office Procedures (Summer Term 2008)  2008
177,DAT1211 - Clinical Practice I (Spring Term 2008)  2008
178,DAT1214 - Dental Health Education (Spring Term 2008)  2008
179,DAT1216 - Pre-Clinical Procedures II (Spring Term 2008)  2008
180,DAT1218 - Communications (Spring Term 2008)  2008
181,DAT1110 - Intro to Dental Assisting (Fall Term 2007)  2007
182,DAT1111 - Pre-Clinical Procedures I (Fall Term 2007)  2007
183,DAT1112 - Basic Science for Dental Asst (Fall Term 2007)  2007
184,DAT1114 - Anatomy and Physiology (Fall Term 2007)  2007
185,DAT1115 - Dental Materials (Fall Term 2007)  2007
186,DAT1118 - Applied Psychology in Dent (Fall Term 2007)  2007
