,Year,Title,Altmetric
43,1993,Effects of long-term air jet noise and dietary sodium chloride in borderline hypertensive rats. Hypertension. 22:527-534.  1993  10.1161/01.HYP.22.4.527,
44,1993,Effects of thyroid hormones on cardiac development in oculo. American Journal of Physiology. 264.  1993  10.1152/ajpheart.1993.264.1.h244,
45,1993,Possible paracrine facilitation of ventricular growth in oculo by atrial tissue. American Journal of Physiology. 265.  1993  10.1152/ajpheart.1993.265.4.h1082,
46,1992,Adrenal hormones interact with sympathetic innervation to modulate growth of embryonic heart in oculo. American Journal of Physiology. 262.  1992  10.1152/ajpheart.1992.262.2.h318,
47,1992,Effects of sympathetic innervation on size of myocytes in embryonic rat heart cultured in oculo. Journal of Molecular and Cellular Cardiology. 24:925-935.  1992  10.1016/0022-2828(92)91860-8,
48,1991,Air jet noise exposure rapidly increases blood pressure in young borderline hypertensive rats. Journal of Hypertension. 9:275-282.  1991  10.1097/00004872-199103000-00012,
49,1991,Glomerular development in intraocular and intrarenal grafts of fetal kidneys. Laboratory Investigation. 64:629-639.  1991,
50,1990,Dissociation of autonomic controls of heart rate in weaning-aged borderline hypertensive rats by perinatal NaCl  1990  10.1016/0165-1838(90)90147-B,
51,1990,"Genetic, neurohumoral, and hemodynamic influences on spontaneously hypertensive rat heart development in oculo. Hypertension. 15:247-256.  1990  10.1161/01.HYP.15.3.247",
52,1990,Morphological development of the rat heart growing in oculo in the absence of hemodynamic work load. Circulation Research. 66:84-102.  1990  10.1161/01.RES.66.1.84,
53,1990,Role of Sympathetic Innervation in Cardiac Development in Oculo. Annals of the New York Academy of Sciences. 588:120-130.  1990  10.1111/j.1749-6632.1990.tb13202.x,
54,1988,Balance among autonomic controls of heart rate in neonatal spontaneously hypertensive and borderline hypertensive rats  1988  10.1016/0165-1838(88)90149-X,
55,1988,Pacemaker development in embryonic rat heart cultured in Oculo. Pediatric Research. 23:637-642.  1988  10.1203/00006450-198806000-00022,
56,1987,Organization of central adrenergic pathways: I. Relationships of ventrolateral medullary projections to the hypothalamus and spinal cord. Journal of Comparative Neurology. 259:591-603.  1987  10.1002/cne.902590408,
57,1986,Sympathetic innervation alters growth and intrinsic heart rate of fetal rat atria maturing in oculo. Circulation Research. 59:534-544.  1986  10.1161/01.RES.59.5.534,
58,1985,Specificity of spinal projections from hypothalamic and brainstem areas which innervate sympathetic preganglionic neurons. Brain Research. 360:159-164.  1985  10.1016/0006-8993(85)91231-4,
59,1985,Components of functional sympathetic control of heart rate in neonatal rats  1985,
60,1985,Components of functional sympathetic control of heart rate in neonatal rats  1985  10.1152/ajpregu.1985.248.5.r601,
61,1985,Intrinsic rate of SHR hearts maturing in oculo in SHR and WKY hosts. The FASEB Journal. 44.  1985,
62,1984,Development of autonomic control of heart rate in genetically hypertensive and normotensive rats  1984,
63,1984,Development of autonomic control of heart rate in genetically hypertensive and normotensive rats  1984  10.1152/ajpregu.1984.246.4.r570,
64,1984,Genetic and environmental influences on developing autonomic control of heart rate  1984,
65,1984,Genetic and environmental influences on developing autonomic control of heart rate  1984  10.1152/ajpregu.1984.246.4.r578,
66,1984,"Influence of neonatal handling on blood pressure, locomotor activity, and preweanling heart rate in spontaneously hypertensive and Wistar Kyoto rats. Developmental Psychobiology. 17:587-600.  1984  10.1002/dev.420170603",
67,1984,Topographic organization of ventrolateral medullary neurons innervating the anteroventral third ventricular (AV3V) region and the spinal cord. The FASEB Journal. 43.  1984,
68,1981,Behavioral correlates of spontaneous hypertension. Neuroscience and Biobehavioral Reviews. 5:463-471.  1981  10.1016/0149-7634(81)90016-6,
69,1980,A rule analysis of judgments of covariation between events. Memory and Cognition. 8:459-467.  1980  10.3758/BF03211142,
70,1975,Effects of verbal pretraining and overt verbalization on discrimination learning in preschool children. Bulletin of the Psychonomic Society. 5:66-68.  1975  10.3758/BF03336707,
71,1974,The effects of retention interval on preschool children's short-term memory of verbal items. Journal of Experimental Child Psychology. 18:72-80.  1974  10.1016/0022-0965(74)90090-3,
