,Teaching Activities
36,NUR396L - Community Public Hlth Prac/SL (Spring Term 2014)  2014
37,NUR311L - Nursing Skills Development I (Fall Term 2013)  2013
38,NUR312L - Health Assess Across Lifespan (Fall Term 2013)  2013
39,NUR396L - Community Public Hlth Prac/SL (Fall Term 2013)  2013
40,NUR601 - Role Dev for Adv Nursing Pract (Summer Term 2013)  2013
41,NUR345L - Nurs Health Assessment Skills (Spring Term 2013)  2013
42,NUR356L - Foundations Prof Nur Practicum (Spring Term 2013)  2013
43,NUR601 - Role Dev for Adv Nursing Pract (Spring Term 2013)  2013
44,NUR345L - Nurs Health Assessment Skills (Fall Term 2012)  2012
45,NUR601 - Role Dev for Adv Nursing Pract (Fall Term 2012)  2012
46,NUR601 - Role Dev for Adv Nursing Pract (Summer Term 2012)  2012
47,NUR345L - Nurs Health Assessment Skills (Spring Term 2012)  2012
48,NUR356L - Foundations Prof Nur Practicum (Spring Term 2012)  2012
49,NUR601 - Role Dev for Adv Nursing Pract (Spring Term 2012)  2012
50,NUR356L - Foundations Prof Nur Practicum (Fall Term 2011)  2011
51,NUR356L - Foundations Prof Nur Practicum (Fall Term 2011)  2011
52,NUR601 - Role Dev for Adv Nursing Pract (Fall Term 2011)  2011
53,NAH686L - Practicum II Adult Nurse Pract (Summer Term 2011)  2011
54,NUR376 - Nursing of the Older Adult (Summer Term 2011)  2011
55,NUR501 - Foundations Professional Nurs (Summer Term 2011)  2011
56,NUR356L - Foundations Prof Nur Practicum (Spring Term 2011)  2011
57,NUR356L - Foundations Prof Nur Practicum (Spring Term 2011)  2011
58,NUR601 - Role Dev for Adv Nursing Pract (Spring Term 2011)  2011
59,NUR356L - Foundations Prof Nur Practicum (Fall Term 2010)  2010
60,NUR356L - Foundations Prof Nur Practicum (Fall Term 2010)  2010
61,NUR376 - Nursing of the Older Adult (Fall Term 2010)  2010
62,NUR376 - Nursing of the Older Adult (Fall Term 2010)  2010
63,NUR376 - Nursing of the Older Adult (Summer Term 2010)  2010
64,NUR501 - Foundations Professional Nurs (Summer Term 2010)  2010
65,NUR502L - Foundations Clinical Practice (Summer Term 2010)  2010
66,NUR502L - Foundations Clinical Practice (Summer Term 2010)  2010
67,NUR502L - Foundations Clinical Practice (Summer Term 2010)  2010
68,NUR502L - Foundations Clinical Practice (Summer Term 2010)  2010
69,NUR502L - Foundations Clinical Practice (Summer Term 2010)  2010
70,NUR502L - Foundations Clinical Practice (Summer Term 2010)  2010
71,NUR502L - Foundations Clinical Practice (Summer Term 2010)  2010
72,NUR502L - Foundations Clinical Practice (Summer Term 2010)  2010
73,NUR601 - Role Dev for Adv Nursing Pract (Summer Term 2010)  2010
74,NUR356L - Foundations Prof Nur Practicum (Spring Term 2010)  2010
75,NUR356L - Foundations Prof Nur Practicum (Spring Term 2010)  2010
76,NUR601 - Role Dev for Adv Nursing Pract (Spring Term 2010)  2010
77,NUR356L - Foundations Prof Nur Practicum (Fall Term 2009)  2009
78,NUR356L - Foundations Prof Nur Practicum (Fall Term 2009)  2009
79,NUR601 - Role Dev for Adv Nursing Pract (Fall Term 2009)  2009
80,NUR456L - Leader Management Practicum (Summer Term 2009)  2009
81,NUR502L - Foundations Clinical Practice (Summer Term 2009)  2009
82,NUR504L - Concpt and Skills for Prof Nur (Summer Term 2009)  2009
83,NUR345L - Nurs Health Assessment Skills (Spring Term 2009)  2009
84,NUR356L - Foundations Prof Nur Practicum (Spring Term 2009)  2009
85,NUR601 - Role Dev for Adv Nursing Pract (Spring Term 2009)  2009
86,NUR356L - Foundations Prof Nur Practicum (Fall Term 2008)  2008
87,NUR378 - Nursing of Older Adults for RN (Fall Term 2008)  2008
88,NUR601 - Role Dev for Adv Nursing Pract (Fall Term 2008)  2008
89,NUR335 - Issues in Women's Health (Summer Term 2008)  2008
90,NUR335 - Issues in Women's Health (Spring Term 2008)  2008
91,NUR360 - Adu Hlth Nur Sec/Comm Setting (Spring Term 2008)  2008
92,NUR360 - Adu Hlth Nur Sec/Comm Setting (Fall Term 2007)  2007
