,Teaching Activities
87,PG756 - Prosthodontic Lit Review (Fall Term 2017)  2017
88,PG757 - Board Exam Topics (Fall Term 2017)  2017
89,PG721 - Advanced Clinical  Pros I (Spring Term 2017)  2017
90,PG722 - Advanced Clinical Pros II (Spring Term 2017)  2017
91,PG723 - Advanced Clinical Pros III (Spring Term 2017)  2017
92,PG751 - Evidence-Based Dentistry (Spring Term 2017)  2017
93,PG752 - PBL: Advanced Pros Topics (Spring Term 2017)  2017
94,PG754 - Treatment Planning Conf (Spring Term 2017)  2017
95,PG755 - Prosthodontics Case Conf (Spring Term 2017)  2017
96,PG756 - Prosthodontic Lit Review (Spring Term 2017)  2017
97,PG757 - Board Exam Topics (Spring Term 2017)  2017
98,DENT3240 - Introduction to TMD (Spring Term 2017)  2017
99,PG721 - Advanced Clinical  Pros I (Fall Term 2016)  2016
100,PG722 - Advanced Clinical Pros II (Fall Term 2016)  2016
101,PG723 - Advanced Clinical Pros III (Fall Term 2016)  2016
102,PG731 - Intro to Adv Prosthodontics (Fall Term 2016)  2016
103,PG751 - Evidence-Based Dentistry (Fall Term 2016)  2016
104,PG752 - PBL: Advanced Pros Topics (Fall Term 2016)  2016
105,PG754 - Treatment Planning Conf (Fall Term 2016)  2016
106,PG755 - Prosthodontics Case Conf (Fall Term 2016)  2016
107,PG756 - Prosthodontic Lit Review (Fall Term 2016)  2016
108,PG757 - Board Exam Topics (Fall Term 2016)  2016
109,PG721 - Advanced Clinical  Pros I (Spring Term 2016)  2016
110,PG722 - Advanced Clinical Pros II (Spring Term 2016)  2016
111,PG723 - Advanced Clinical Pros III (Spring Term 2016)  2016
112,PG751 - Evidence-Based Dentistry (Spring Term 2016)  2016
113,PG752 - PBL: Advanced Pros Topics (Spring Term 2016)  2016
114,PG754 - Treatment Planning Conf (Spring Term 2016)  2016
115,PG755 - Prosthodontics Case Conf (Spring Term 2016)  2016
116,PG756 - Prosthodontic Lit Review (Spring Term 2016)  2016
117,PG757 - Board Exam Topics (Spring Term 2016)  2016
118,DENT3240 - Introduction to TMD (Spring Term 2016)  2016
119,PG721 - Advanced Clinical  Pros I (Fall Term 2015)  2015
120,PG722 - Advanced Clinical Pros II (Fall Term 2015)  2015
121,PG723 - Advanced Clinical Pros III (Fall Term 2015)  2015
122,PG731 - Intro to Adv Prosthodontics (Fall Term 2015)  2015
123,PG751 - Evidence-Based Dentistry (Fall Term 2015)  2015
124,PG752 - PBL: Advanced Pros Topics (Fall Term 2015)  2015
125,PG754 - Treatment Planning Conf (Fall Term 2015)  2015
126,PG755 - Prosthodontics Case Conf (Fall Term 2015)  2015
127,PG756 - Prosthodontic Lit Review (Fall Term 2015)  2015
128,PG757 - Board Exam Topics (Fall Term 2015)  2015
129,PG721 - Advanced Clinical  Pros I (Spring Term 2015)  2015
130,PG722 - Advanced Clinical Pros II (Spring Term 2015)  2015
131,PG723 - Advanced Clinical Pros III (Spring Term 2015)  2015
132,PG751 - Evidence-Based Dentistry (Spring Term 2015)  2015
133,PG752 - PBL: Advanced Pros Topics (Spring Term 2015)  2015
134,PG754 - Treatment Planning Conf (Spring Term 2015)  2015
135,PG755 - Prosthodontics Case Conf (Spring Term 2015)  2015
136,PG756 - Prosthodontic Lit Review (Spring Term 2015)  2015
137,PG757 - Board Exam Topics (Spring Term 2015)  2015
138,DENT3240 - Introduction to TMD (Spring Term 2015)  2015
139,PG721 - Advanced Clinical  Pros I (Fall Term 2014)  2014
140,PG722 - Advanced Clinical Pros II (Fall Term 2014)  2014
141,PG723 - Advanced Clinical Pros III (Fall Term 2014)  2014
142,PG731 - Intro to Adv Prosthodontics (Fall Term 2014)  2014
143,PG751 - Evidence-Based Dentistry (Fall Term 2014)  2014
144,PG752 - PBL: Advanced Pros Topics (Fall Term 2014)  2014
145,PG754 - Treatment Planning Conf (Fall Term 2014)  2014
146,PG755 - Prosthodontics Case Conf (Fall Term 2014)  2014
147,PG756 - Prosthodontic Lit Review (Fall Term 2014)  2014
148,PG757 - Board Exam Topics (Fall Term 2014)  2014
149,DENT3240 - Introduction to TMD (Spring Term 2014)  2014
150,PG721 - Advanced Clinical  Pros I (Spring Term 2014)  2014
151,PG722 - Advanced Clinical Pros II (Spring Term 2014)  2014
152,PG723 - Advanced Clinical Pros III (Spring Term 2014)  2014
153,PG751 - Evidence-Based Dentistry (Spring Term 2014)  2014
154,PG752 - PBL: Advanced Pros Topics (Spring Term 2014)  2014
155,PG754 - Treatment Planning Conf (Spring Term 2014)  2014
156,PG755 - Prosthodontics Case Conf (Spring Term 2014)  2014
157,PG756 - Prosthodontic Lit Review (Spring Term 2014)  2014
158,PG757 - Board Exam Topics (Spring Term 2014)  2014
159,PG506 - TMD & Orofacial Pain (Fall Term 2013)  2013
160,PG721 - Advanced Clinical  Pros I (Fall Term 2013)  2013
161,PG722 - Advanced Clinical Pros II (Fall Term 2013)  2013
162,PG723 - Advanced Clinical Pros III (Fall Term 2013)  2013
163,PG731 - Intro to Adv Prosthodontics (Fall Term 2013)  2013
164,PG751 - Evidence-Based Dentistry (Fall Term 2013)  2013
165,PG752 - PBL: Advanced Pros Topics (Fall Term 2013)  2013
166,PG754 - Treatment Planning Conf (Fall Term 2013)  2013
167,PG755 - Prosthodontics Case Conf (Fall Term 2013)  2013
168,PG756 - Prosthodontic Lit Review (Fall Term 2013)  2013
169,PG757 - Board Exam Topics (Fall Term 2013)  2013
170,DENT3240 - Introduction to TMD (Spring Term 2013)  2013
171,PG721 - Advanced Clinical  Pros I (Spring Term 2013)  2013
172,PG722 - Advanced Clinical Pros II (Spring Term 2013)  2013
173,PG723 - Advanced Clinical Pros III (Spring Term 2013)  2013
174,PG751 - Evidence-Based Dentistry (Spring Term 2013)  2013
175,PG752 - PBL: Advanced Pros Topics (Spring Term 2013)  2013
176,PG754 - Treatment Planning Conf (Spring Term 2013)  2013
177,PG755 - Prosthodontics Case Conf (Spring Term 2013)  2013
178,PG756 - Prosthodontic Lit Review (Spring Term 2013)  2013
179,PG757 - Board Exam Topics (Spring Term 2013)  2013
180,PG721 - Advanced Clinical  Pros I (Fall Term 2012)  2012
181,PG722 - Advanced Clinical Pros II (Fall Term 2012)  2012
182,PG723 - Advanced Clinical Pros III (Fall Term 2012)  2012
183,PG731 - Intro to Adv Prosthodontics (Fall Term 2012)  2012
184,PG751 - Evidence-Based Dentistry (Fall Term 2012)  2012
185,PG754 - Treatment Planning Conf (Fall Term 2012)  2012
186,PG756 - Prosthodontic Lit Review (Fall Term 2012)  2012
187,PG757 - Board Exam Topics (Fall Term 2012)  2012
188,DENT3240 - Introduction to TMD (Spring Term 2012)  2012
189,PG721 - Advanced Clinical  Pros I (Spring Term 2012)  2012
190,PG722 - Advanced Clinical Pros II (Spring Term 2012)  2012
191,PG723 - Advanced Clinical Pros III (Spring Term 2012)  2012
192,PG751 - Evidence-Based Dentistry (Spring Term 2012)  2012
193,PG752 - PBL: Advanced Pros Topics (Spring Term 2012)  2012
194,PG754 - Treatment Planning Conf (Spring Term 2012)  2012
195,PG755 - Prosthodontics Case Conf (Spring Term 2012)  2012
196,PG756 - Prosthodontic Lit Review (Spring Term 2012)  2012
197,PG757 - Board Exam Topics (Spring Term 2012)  2012
198,PG722 - Advanced Clinical Pros II (Fall Term 2011)  2011
199,PG723 - Advanced Clinical Pros III (Fall Term 2011)  2011
200,PG754 - Treatment Planning Conf (Fall Term 2011)  2011
201,PG755 - Prosthodontics Case Conf (Fall Term 2011)  2011
202,PG756 - Prosthodontic Lit Review (Fall Term 2011)  2011
203,PG757 - Board Exam Topics (Fall Term 2011)  2011
204,PG721 - Advanced Clinical  Pros I (Fall Term 2011)  2011
205,PG731 - Intro to Adv Prosthodontics (Fall Term 2011)  2011
206,PG751 - Evidence-Based Dentistry (Fall Term 2011)  2011
207,PG752 - PBL: Advanced Pros Topics (Fall Term 2011)  2011
208,PG721 - Advanced Clinical  Pros I (Spring Term 2011)  2011
209,PG722 - Advanced Clinical Pros II (Spring Term 2011)  2011
210,PG723 - Advanced Clinical Pros III (Spring Term 2011)  2011
211,PG751 - Evidence-Based Dentistry (Spring Term 2011)  2011
212,PG752 - PBL: Advanced Pros Topics (Spring Term 2011)  2011
213,PG754 - Treatment Planning Conf (Spring Term 2011)  2011
214,PG755 - Prosthodontics Case Conf (Spring Term 2011)  2011
215,PG756 - Prosthodontic Lit Review (Spring Term 2011)  2011
216,PG757 - Board Exam Topics (Spring Term 2011)  2011
217,DENT3263 - Occlusion II (Spring Term 2011)  2011
218,DENT4137 - Occlusion III (Spring Term 2011)  2011
219,PG721 - Advanced Clinical  Pros I (Fall Term 2010)  2010
220,PG722 - Advanced Clinical Pros II (Fall Term 2010)  2010
221,PG723 - Advanced Clinical Pros III (Fall Term 2010)  2010
222,PG731 - Intro to Adv Prosthodontics (Fall Term 2010)  2010
223,PG751 - Evidence-Based Dentistry (Fall Term 2010)  2010
224,PG754 - Treatment Planning Conf (Fall Term 2010)  2010
225,PG755 - Prosthodontics Case Conf (Fall Term 2010)  2010
226,PG756 - Prosthodontic Lit Review (Fall Term 2010)  2010
227,PG757 - Board Exam Topics (Fall Term 2010)  2010
228,DENT4137 - Occlusion III (Fall Term 2010)  2010
229,DENT3364 - Occlusion II (Spring Term 2010)  2010
230,DENT4212 - Occlusion III (Spring Term 2010)  2010
231,PG721 - Advanced Clinical  Pros I (Spring Term 2010)  2010
232,PG722 - Advanced Clinical Pros II (Spring Term 2010)  2010
233,PG723 - Advanced Clinical Pros III (Spring Term 2010)  2010
234,PG751 - Evidence-Based Dentistry (Spring Term 2010)  2010
235,PG752 - PBL: Advanced Pros Topics (Spring Term 2010)  2010
236,PG754 - Treatment Planning Conf (Spring Term 2010)  2010
237,PG755 - Prosthodontics Case Conf (Spring Term 2010)  2010
238,PG756 - Prosthodontic Lit Review (Spring Term 2010)  2010
239,PG757 - Board Exam Topics (Spring Term 2010)  2010
240,PG721 - Advanced Clinical  Pros I (Fall Term 2009)  2009
241,PG722 - Advanced Clinical Pros II (Fall Term 2009)  2009
242,PG723 - Advanced Clinical Pros III (Fall Term 2009)  2009
243,PG731 - Intro to Adv Prosthodontics (Fall Term 2009)  2009
244,PG751 - Evidence-Based Dentistry (Fall Term 2009)  2009
245,PG754 - Treatment Planning Conf (Fall Term 2009)  2009
246,PG755 - Prosthodontics Case Conf (Fall Term 2009)  2009
247,PG756 - Prosthodontic Lit Review (Fall Term 2009)  2009
248,PG757 - Board Exam Topics (Fall Term 2009)  2009
249,PG759 - Clin Applied Dent Mat-Lecture (Fall Term 2009)  2009
250,DENT2111 - Occlusion (Fall Term 2009)  2009
251,DENT2435 - Remediation of Occlusion I (Fall Term 2009)  2009
252,DENT3464 - Remediation Occlusion II (Fall Term 2009)  2009
253,DENT4137 - Occlusion III (Fall Term 2009)  2009
254,PG721 - Advanced Clinical  Pros I (Spring Term 2009)  2008 - 2009
255,PG722 - Advanced Clinical Pros II (Spring Term 2009)  2008 - 2009
256,PG723 - Advanced Clinical Pros III (Spring Term 2009)  2008 - 2009
257,PG751 - Evidence-Based Dentistry (Spring Term 2009)  2008 - 2009
258,PG752 - PBL: Advanced Pros Topics (Spring Term 2009)  2008 - 2009
259,PG753 - Multidisciplinary Seminars (Spring Term 2009)  2008 - 2009
260,PG754 - Treatment Planning Conf (Spring Term 2009)  2008 - 2009
261,PG755 - Prosthodontics Case Conf (Spring Term 2009)  2008 - 2009
262,DENT3364 - Occlusion II (Spring Term 2009)  2009
263,CD646 - Multidisciplinary Seminars (Spring Term 2009)  2009
264,DENT4137 - Occlusion III (Fall Term 2008)  2008
265,PG721 - Advanced Clinical  Pros I (Fall Term 2008)  2008
266,PG722 - Advanced Clinical Pros II (Fall Term 2008)  2008
267,PG723 - Advanced Clinical Pros III (Fall Term 2008)  2008
268,PG751 - Evidence-Based Dentistry (Fall Term 2008)  2008
269,PG753 - Multidisciplinary Seminars (Fall Term 2008)  2008
270,PG754 - Treatment Planning Conf (Fall Term 2008)  2008
271,PG755 - Prosthodontics Case Conf (Fall Term 2008)  2008
272,PG757 - Board Exam Topics (Fall Term 2008)  2008
273,PG721 - Advanced Clinical  Pros I (Spring Term 2008)  2008
274,PG722 - Advanced Clinical Pros II (Spring Term 2008)  2008
275,PG723 - Advanced Clinical Pros III (Spring Term 2008)  2008
276,PG751 - Evidence-Based Dentistry (Spring Term 2008)  2008
277,PG752 - PBL: Advanced Pros Topics (Spring Term 2008)  2008
278,PG753 - Multidisciplinary Seminars (Spring Term 2008)  2008
279,PG754 - Treatment Planning Conf (Spring Term 2008)  2008
280,PG755 - Prosthodontics Case Conf (Spring Term 2008)  2008
281,PG757 - Board Exam Topics (Spring Term 2008)  2008
282,DENT3364 - Occlusion II (Spring Term 2008)  2008
283,DENT2335 - Occlusion I (Spring Term 2008)  2008
284,PG721 - Advanced Clinical  Pros I (Winter Term 2008)  2008
285,PG722 - Advanced Clinical Pros II (Winter Term 2008)  2008
286,PG723 - Advanced Clinical Pros III (Winter Term 2008)  2008
287,PG751 - Evidence-Based Dentistry (Winter Term 2008)  2008
288,PG753 - Multidisciplinary Seminars (Winter Term 2008)  2008
289,PG754 - Treatment Planning Conf (Winter Term 2008)  2008
290,PG755 - Prosthodontics Case Conf (Winter Term 2008)  2008
291,PG757 - Board Exam Topics (Winter Term 2008)  2008
292,DENT1267 - Intro to Occlusion (Winter Term 2008)  2007 - 2008
293,DENT4137 - Occlusion III (Fall Term 2007)  2007
