,Teaching Activities
29,NUR388 - Concepts Adult Health Nurs II (Fall Term 2014)  2014
30,NUR431L - Nursing Skills Development III (Fall Term 2014)  2014
31,NUR378 - Nursing of Older Adults for RN (Summer Term 2014)  2014
32,NUR378 - Nursing of Older Adults for RN (Summer Term 2014)  2014
33,NUR313L - Concepts Professional Nur Prac (Spring Term 2014)  2014
34,NUR378 - Nursing of Older Adults for RN (Spring Term 2014)  2014
35,NUR378 - Nursing of Older Adults for RN (Spring Term 2014)  2014
36,NUR001 - MSN Orientation (Fall Term 2013)  2013
37,NUR313L - Concepts Professional Nur Prac (Fall Term 2013)  2013
38,NUR376 - Nursing of the Older Adult (Fall Term 2013)  2013
39,NUR378 - Nursing of Older Adults for RN (Fall Term 2013)  2013
40,NUR376 - Nursing of the Older Adult (Summer Term 2013)  2013
41,NUR376 - Nursing of the Older Adult (Summer Term 2013)  2013
42,NUR378 - Nursing of Older Adults for RN (Summer Term 2013)  2013
43,NUR378 - Nursing of Older Adults for RN (Summer Term 2013)  2013
44,NUR355 - Foundations Professional Nur (Spring Term 2013)  2013
45,NUR355 - Foundations Professional Nur (Spring Term 2013)  2013
46,NUR356L - Foundations Prof Nur Practicum (Spring Term 2013)  2013
47,NUR355 - Foundations Professional Nur (Fall Term 2012)  2012
48,NUR356L - Foundations Prof Nur Practicum (Fall Term 2012)  2012
49,NUR376 - Nursing of the Older Adult (Fall Term 2012)  2012
50,NUR378 - Nursing of Older Adults for RN (Fall Term 2012)  2012
51,NUR378 - Nursing of Older Adults for RN (Fall Term 2012)  2012
52,NUR376 - Nursing of the Older Adult (Summer Term 2012)  2012
53,NUR376 - Nursing of the Older Adult (Summer Term 2012)  2012
54,NUR378 - Nursing of Older Adults for RN (Summer Term 2012)  2012
55,NUR378 - Nursing of Older Adults for RN (Summer Term 2012)  2012
56,NUR355 - Foundations Professional Nur (Spring Term 2012)  2012
57,NUR355 - Foundations Professional Nur (Spring Term 2012)  2012
58,NUR356L - Foundations Prof Nur Practicum (Spring Term 2012)  2012
59,NUR378 - Nursing of Older Adults for RN (Spring Term 2012)  2012
60,NUR378 - Nursing of Older Adults for RN (Spring Term 2012)  2012
61,NUR356L - Foundations Prof Nur Practicum (Fall Term 2011)  2011
62,NUR376 - Nursing of the Older Adult (Fall Term 2011)  2011
63,NUR378 - Nursing of Older Adults for RN (Fall Term 2011)  2011
64,NUR378 - Nursing of Older Adults for RN (Fall Term 2011)  2011
65,NUR376 - Nursing of the Older Adult (Summer Term 2011)  2011
66,NUR376 - Nursing of the Older Adult (Summer Term 2011)  2011
67,NUR378 - Nursing of Older Adults for RN (Summer Term 2011)  2011
68,NUR355 - Foundations Professional Nur (Spring Term 2011)  2011
69,NUR356L - Foundations Prof Nur Practicum (Spring Term 2011)  2011
70,NUR378 - Nursing of Older Adults for RN (Spring Term 2011)  2011
71,NUR355 - Foundations Professional Nur (Fall Term 2010)  2010
72,NUR376 - Nursing of the Older Adult (Fall Term 2010)  2010
73,NUR376 - Nursing of the Older Adult (Fall Term 2010)  2010
74,NUR378 - Nursing of Older Adults for RN (Fall Term 2010)  2010
75,NUR436L - Nurs of the Adult Practicum (Fall Term 2010)  2010
76,NUR436L - Nurs of the Adult Practicum (Fall Term 2010)  2010
77,NUR376 - Nursing of the Older Adult (Summer Term 2010)  2010
78,NUR378 - Nursing of Older Adults for RN (Summer Term 2010)  2010
79,NUR502L - Foundations Clinical Practice (Summer Term 2010)  2010
80,NUR355 - Foundations Professional Nur (Spring Term 2010)  2010
81,NUR436L - Nurs of the Adult Practicum (Spring Term 2010)  2010
82,NUR436L - Nurs of the Adult Practicum (Spring Term 2010)  2010
83,NUR456L - Leader Management Practicum (Spring Term 2010)  2010
84,NUR475 - Health Assessment for RNs (Spring Term 2010)  2010
