,Teaching Activities
47,NFH622 - Family Nurse Practitioner II (Spring Term 2015)  2015
48,NFH622 - Family Nurse Practitioner II (Spring Term 2015)  2015
49,NFH622 - Family Nurse Practitioner II (Spring Term 2015)  2015
50,NUR616L - Focus Adv Nur Prac Specializat (Spring Term 2015)  2015
51,NFH621 - Family Nurse Practitioner I (Fall Term 2014)  2014
52,NFH621 - Family Nurse Practitioner I (Fall Term 2014)  2014
53,NFH621 - Family Nurse Practitioner I (Fall Term 2014)  2014
54,NFH623 - Advanced Family Nursing III (Fall Term 2014)  2014
55,NFH623 - Advanced Family Nursing III (Fall Term 2014)  2014
56,NFH623 - Advanced Family Nursing III (Fall Term 2014)  2014
57,NFH692L - Residency: Family Nurs Pract (Fall Term 2014)  2014
58,NUR002 - DNP Orientation (Fall Term 2014)  2014
59,NUR690 - Indep Study in Nursing (Fall Term 2014)  2014
60,NFH622 - Family Nurse Practitioner II (Summer Term 2014)  2014
61,NFH622 - Family Nurse Practitioner II (Summer Term 2014)  2014
62,NFH622 - Family Nurse Practitioner II (Summer Term 2014)  2014
63,NUR616L - Focus Adv Nur Prac Specializat (Summer Term 2014)  2014
64,NFH621 - Family Nurse Practitioner I (Spring Term 2014)  2014
65,NFH621 - Family Nurse Practitioner I (Spring Term 2014)  2014
66,NFH621 - Family Nurse Practitioner I (Spring Term 2014)  2014
67,NUR690 - Indep Study in Nursing (Spring Term 2014)  2014
68,NUR690 - Indep Study in Nursing (Spring Term 2014)  2014
69,NFH692L - Residency: Family Nurs Pract (Fall Term 2013)  2013
70,NUR616L - Focus Adv Nur Prac Specializat (Fall Term 2013)  2013
71,NFH622 - Advanced Family Nursing II (Summer Term 2013)  2013
72,NFH622 - Advanced Family Nursing II (Summer Term 2013)  2013
73,NFH622 - Advanced Family Nursing II (Summer Term 2013)  2013
74,NFH622 - Advanced Family Nursing II (Summer Term 2013)  2013
75,NFH686L - Prac:Family Nurse Practitioner (Summer Term 2013)  2013
76,NFH621 - Advanced Family Nursing I (Spring Term 2013)  2013
77,NFH621 - Advanced Family Nursing I (Spring Term 2013)  2013
78,NFH621 - Advanced Family Nursing I (Spring Term 2013)  2013
79,NFH621 - Advanced Family Nursing I (Spring Term 2013)  2013
80,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2013)  2013
81,NFH692L - Residency: Family Nurs Prac (Spring Term 2013)  2013
82,NUR691 - Indep Study Clinical Nursing (Spring Term 2013)  2013
83,NUR738L - Scholarly Project Development (Spring Term 2013)  2013
84,NUR738L - Scholarly Project Development (Spring Term 2013)  2013
85,NFH692L - Residency: Family Nurs Prac (Fall Term 2012)  2012
86,NUR335 - Issues in Women's Health (Fall Term 2012)  2012
87,NUR614L - Assess Diag Reasoning APN Prac (Fall Term 2012)  2012
88,NUR614L - Assess Diag Reasoning APN Prac (Fall Term 2012)  2012
89,NUR365 - Maternal-Newborn/Women's Hlth (Summer Term 2012)  2012
90,NUR366L - Maternal-Newborn Women's Pract (Summer Term 2012)  2012
91,NUR613 - Pharmacology and Therapeutics (Summer Term 2012)  2012
92,NFH621 - Advanced Family Nursing I (Spring Term 2012)  2012
93,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2012)  2012
94,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2012)  2012
95,NFH692L - Residency: Family Nurs Prac (Spring Term 2012)  2012
96,NUR613 - Pharmacology and Therapeutics (Spring Term 2012)  2012
97,NUR335 - Issues in Women's Health (Fall Term 2011)  2011
98,NUR508L - Clin Prac Chldbear/Chldrea Fam (Fall Term 2011)  2011
99,NUR614L - Assess Diag Reasoning APN Prac (Fall Term 2011)  2011
100,NUR690 - Indep Study in Nursing (Fall Term 2011)  2011
101,NUR691 - Indep Study Clinical Nursing (Fall Term 2011)  2011
102,NFH622 - Advanced Family Nursing II (Summer Term 2011)  2011
103,NUR366L - Maternal-Newborn Women's Pract (Summer Term 2011)  2011
104,NUR366L - Maternal-Newborn Women's Pract (Summer Term 2011)  2011
105,NUR366L - Maternal-Newborn Women's Pract (Summer Term 2011)  2011
106,NUR366L - Maternal-Newborn Women's Pract (Summer Term 2011)  2011
107,NUR366L - Maternal-Newborn Women's Pract (Summer Term 2011)  2011
108,NUR366L - Maternal-Newborn Women's Pract (Summer Term 2011)  2011
109,NUR366L - Maternal-Newborn Women's Pract (Summer Term 2011)  2011
110,NFH621 - Advanced Family Nursing I (Spring Term 2011)  2011
111,NUR365 - Maternal-Newborn/Women's Hlth (Spring Term 2011)  2011
112,NUR366L - Maternal-Newborn Women's Pract (Spring Term 2011)  2011
113,NUR506L - Clinical Pract Adult Patients (Fall Term 2010)  2010
114,NUR513 - Pharm/Therapeutics Adv Gen (Fall Term 2010)  2010
115,NUR691 - Indep Study Clinical Nursing (Fall Term 2010)  2010
116,NAH685 - Practicum I Adult Nurse Pract (Spring Term 2009)  2009
117,NUR503 - Nursing Care of Older Adults (Spring Term 2009)  2009
118,NUR514L - Residency in Nursing Practice (Spring Term 2009)  2009
119,NUR506L - Clinical Pract Adult Patients (Fall Term 2008)  2008
120,NUR508L - Clin Prac Childbear and Fam (Fall Term 2008)  2008
121,NUR502L - Foundations Clinical Practice (Summer Term 2008)  2008
122,NUR614 - Assess Diag Reasoning APN Prac (Summer Term 2008)  2008
123,NFH621 - Advanced Family Nursing I (Spring Term 2008)  2008
124,NFH685 - Prac:Family Nurse Practitioner (Spring Term 2008)  2008
125,NFH692 - Residency: Family Nurs Prac (Spring Term 2008)  2008
126,NFH623 - Advanced Family Nursing III (Fall Term 2007)  2007
127,NFH687 - Prac III: Family Nrs Pract (Fall Term 2007)  2007
128,NGN631 - Gero/Geri Adv Nursing Prac (Fall Term 2007)  2007
129,NUR690 - Independent Study in Nursing (Fall Term 2007)  2007
