,Teaching Activities
93,NFH692L - Residency: Family Nurs Prac (Fall Term 2011)  2011
94,NFH692L - Residency: Family Nurs Prac (Fall Term 2011)  2011
95,NFH692L - Residency: Family Nurs Prac (Fall Term 2011)  2011
96,NFH622 - Advanced Family Nursing II (Summer Term 2011)  2011
97,NFH622 - Advanced Family Nursing II (Summer Term 2011)  2011
98,NFH622 - Advanced Family Nursing II (Summer Term 2011)  2011
99,NFH686L - Prac:Family Nurse Practitioner (Summer Term 2011)  2011
100,NFH686L - Prac:Family Nurse Practitioner (Summer Term 2011)  2011
101,NFH686L - Prac:Family Nurse Practitioner (Summer Term 2011)  2011
102,NFH621 - Advanced Family Nursing I (Spring Term 2011)  2011
103,NFH621 - Advanced Family Nursing I (Spring Term 2011)  2011
104,NFH621 - Advanced Family Nursing I (Spring Term 2011)  2011
105,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2011)  2011
106,NFH692L - Residency: Family Nurs Prac (Fall Term 2010)  2010
107,NFH622 - Advanced Family Nursing II (Summer Term 2010)  2010
108,NFH686L - Prac:Family Nurse Practitioner (Summer Term 2010)  2010
109,NFH621 - Advanced Family Nursing I (Spring Term 2010)  2010
110,NFH685L - Prac:Family Nurse Practitioner (Spring Term 2010)  2010
111,NFH692L - Residency: Family Nurs Prac (Fall Term 2009)  2009
112,NFH622 - Advanced Family Nursing II (Summer Term 2009)  2009
113,NFH686L - Prac:Family Nurse Practitioner (Summer Term 2009)  2009
114,NFH686L - Prac:Family Nurse Practitioner (Summer Term 2009)  2009
115,NFH621 - Advanced Family Nursing I (Spring Term 2009)  2009
116,NFH685 - Prac:Family Nurse Practitioner (Spring Term 2009)  2009
117,NFH692 - Residency: Family Nurs Prac (Spring Term 2009)  2009
118,NFH623 - Advanced Family Nursing III (Fall Term 2008)  2008
119,NFH687 - Prac III: Family Nrs Pract (Fall Term 2008)  2008
120,NFH687 - Prac III: Family Nrs Pract (Fall Term 2008)  2008
121,NUR614 - Assess Diag Reasoning APN Prac (Fall Term 2008)  2008
122,NFH622 - Advanced Family Nursing II (Summer Term 2008)  2008
123,NFH686 - Prac:Family Nurse Practitioner (Summer Term 2008)  2008
