,Year,Title,Altmetric
18,2008,El Tor and Calcutta CTXPhi precursors coexisting with intact CTXPhi copies in Vibrio cholerae O139 isolates.. Research in Microbiology. 159:81-87.  2008  10.1016/j.resmic.2007.11.015,
19,2006,Structural and functional characterization of a recombinant sticholysin I (rSt I) from the sea anemone Stichodactyla helianthus.. Toxicon. 48:1083-1094.  2006  10.1016/j.toxicon.2006.09.004,
20,2005,The single-stranded genome of phage CTX is the form used for integration into the genome of Vibrio cholerae.. Molecular Cell. 19:559-566.  2005  10.1016/j.molcel.2005.07.002,
21,2005,The vaccine candidate Vibrio cholerae 638 is protective against cholera in healthy volunteers.. Infection and Immunity. 73:3018-3024.  2005  10.1128/IAI.73.5.3018-3024.2005,
22,2003,Novel type of specialized transduction for CTX phi or its satellite phage RS1 mediated by filamentous phage VGJ phi in Vibrio cholerae.. Journal of Bacteriology. 185:7231-7240.  2003  10.1128/JB.185.24.7231-7240.2003,
23,2003,Production and characterization of monoclonal antibodies to E1 Tor toxin co-regulated pilus of Vibrio cholerae.  2003  10.1089/153685903322538845,
24,2003,"VGJ phi, a novel filamentous phage of Vibrio cholerae, integrates into the same chromosomal site as CTX phi.. Journal of Bacteriology. 185:5685-5696.  2003  10.1128/JB.185.19.5685-5696.2003",
25,2003,Construction and characterisation of O139 cholera vaccine candidates.. Vaccine. 21:1282-1291.  2003  10.1016/s0264-410x(02)00412-7,
26,2001,Differential interleukin-8 response of intestinal epithelial cell line to reactogenic and nonreactogenic candidate vaccine strains of Vibrio cholerae.. Infection and Immunity. 69:613-616.  2001  10.1128/IAI.69.1.613-616.2001,
27,2000,Construction and characterization of a nonproliferative El Tor cholera vaccine candidate derived from strain 638.. Infection and Immunity. 68:6411-6418.  2000  10.1128/IAI.68.11.6411-6418.2000,
28,1999,"Preliminary assessment of the safety and immunogenicity of a new CTXPhi-negative, hemagglutinin/protease-defective El Tor strain as a cholera vaccine candidate.. Infection and Immunity. 67:539-545.  1999  10.1128/IAI.67.2.539-545.1999",
29,1998,Replicating function of the RS1 element associated with Vibrio cholerae CTXΦ prophage. FEMS Microbiology Letters. 164:141-147.  1998  10.1016/s0378-1097(98)00208-0,
30,1998,Production and characterization of a monoclonal antibody against mannose-sensitive hemagglutinin of Vibrio cholerae.. Hybridoma. 17:63-67.  1998  10.1089/hyb.1998.17.63,
31,1997,Promoter activities in Vibrio cholerae ctx phi prophage.. Infection and Immunity. 65:1561-1565.  1997  10.1128/iai.65.4.1561-1565.1997,
32,1996,Tagging a Vibrio cholerae El Tor candidate vaccine strain by disruption of its hemagglutinin/protease gene using a novel reporter enzyme: Clostridium thermocellum endoglucanase A.. Vaccine. 14:1517-1522.  1996  10.1016/s0264-410x(96)00105-3,
33,1996,Genetic manipulation of Vibrio cholerae for vaccine development: construction of live attenuated El Tor candidate vaccine strains.. Archives of Medical Research. 27:275-283.  1996,
