,Teaching Activities
35,91-939U - MEDICINE ACTING INTERNSHIP - UNIVERSITY SERVICE (Fall Term 2019)  2019
36,91-939FM - MEDICINE ACTING INTERNSHIP - UMC INPATIENT SERVICE FM (Fall Term 2019)  2019
37,91-939U - MEDICINE ACTING INTERNSHIP - UNIVERSITY SERVICE (Fall Term 2019)  2019
38,02-282 - MEDICINE CLERKSHIP (Fall Term 2019)  2019
39,91-939U - MEDICINE ACTING INTERNSHIP - UNIVERSITY SERVICE (Fall Term 2019)  2019
40,02-282 - MEDICINE CLERKSHIP (Spring Term 2019)  2019
41,02-282TLC - MEDICINE LONGITUDINAL CLERKSHIP (Spring Term 2018)  2018 - 2019
42,91-939U - MEDICINE ACTING INTERNSHIP - UNIVERSITY SERVICE (Spring Term 2019)  2019
43,02-282TLC - MEDICINE LONGITUDINAL CLERKSHIP (Spring Term 2018)  2018 - 2019
44,02-282 - MEDICINE CLERKSHIP (Spring Term 2019)  2019
45,02-282TLC - MEDICINE LONGITUDINAL CLERKSHIP (Fall Term 2018)  2018 - 2019
46,02-282 - MEDICINE CLERKSHIP (Fall Term 2018)  2018 - 2019
47,91-939U - MEDICINE ACTING INTERNSHIP - UNIVERSITY SERVICE (Fall Term 2018)  2018 - 2019
48,STP299DM - IMMERSION IN ONCOLOGY (Fall Term 2018)  2018
49,02-282 - MEDICINE CLERKSHIP (Fall Term 2018)  2018
50,91-963 - GERIATRICS (Fall Term 2018)  2018
51,02-282 - MEDICINE CLERKSHIP (Fall Term 2018)  2018
52,91-963 - GERIATRICS (Fall Term 2018)  2018
53,02-282 - MEDICINE CLERKSHIP (Fall Term 2018)  2018
54,02-282 - MEDICINE CLERKSHIP (Fall Term 2018)  2018
55,02-282 - MEDICINE CLERKSHIP (Spring Term 2018)  2018
56,02-282 - MEDICINE CLERKSHIP (Spring Term 2018)  2018
57,02-282TLC - MEDICINE LONGITUDINAL CLERKSHIP (Fall Term 2017)  2017 - 2018
58,02-282 - MEDICINE CLERKSHIP (Spring Term 2018)  2018
59,02-282 - MEDICINE CLERKSHIP (Fall Term 2017)  2017
60,02-282 - MEDICINE CLERKSHIP (Fall Term 2017)  2017
61,02-282 - MEDICINE CLERKSHIP (Fall Term 2017)  2017
62,02-282 - MEDICINE CLERKSHIP (Spring Term 2017)  2017
63,02-282TLC - MEDICINE LONGITUDINAL CLERKSHIP (Fall Term 2016)  2016 - 2017
64,02-282 - MEDICINE CLERKSHIP (Fall Term 2016)  2016
65,02-282 - MEDICINE CLERKSHIP (Fall Term 2016)  2016
66,02-282 - MEDICINE CLERKSHIP (Spring Term 2016)  2016
67,02-282TLC - MEDICINE LONGITUDINAL CLERKSHIP (Spring Term 2015)  2015 - 2016
68,02-282 - MEDICINE CLERKSHIP (Spring Term 2016)  2016
69,02-282 - MEDICINE CLERKSHIP (Spring Term 2016)  2016
70,02-282 - MEDICINE CLERKSHIP (Fall Term 2015)  2015
71,02-282 - MEDICINE CLERKSHIP (Fall Term 2015)  2015
72,02-282 - MEDICINE CLERKSHIP (Fall Term 2015)  2015
73,02-282 - MEDICINE CLERKSHIP (Spring Term 2015)  2015
