,Teaching Activities
38,STP2055 - ORTHOPAEDIC SURGERY (Fall Term 2018)  2018
39,STP2230 - ORTHOPAEDIC SURGERY (Fall Term 2018)  2018
40,91-982 - PLASTIC SURGERY (Fall Term 2018)  2018
41,02-802 - SURGERY CLERKSHIP (Fall Term 2018)  2018
42,02-802 - SURGERY CLERKSHIP (Spring Term 2018)  2018
43,02-802 - SURGERY CLERKSHIP (Spring Term 2018)  2018
44,02-802TLC - SURGERY LONGITUDINAL CLERKSHIP (Fall Term 2017)  2017 - 2018
45,02-802 - SURGERY CLERKSHIP (Spring Term 2018)  2018
46,02-802 - SURGERY CLERKSHIP (Fall Term 2017)  2017
47,STP2230 - ORTHOPAEDIC SURGERY (Fall Term 2017)  2017
48,02-802 - SURGERY CLERKSHIP (Fall Term 2017)  2017
49,02-802 - SURGERY CLERKSHIP (Fall Term 2017)  2017
50,02-802TLC - SURGERY LONGITUDINAL CLERKSHIP (Spring Term 2017)  2017
51,02-802 - SURGERY CLERKSHIP (Spring Term 2017)  2017
52,STP2055 - ORTHOPAEDIC SURGERY (Spring Term 2017)  2017
53,02-802TLC - SURGERY LONGITUDINAL CLERKSHIP (Fall Term 2016)  2016 - 2017
54,91-986 - ORTHOPEDICS (Spring Term 2017)  2017
55,91-981 - ANESTHESIOLOGY (Spring Term 2017)  2017
56,91-985 - OPHTHALMOLOGY (Spring Term 2017)  2017
57,91-981 - ANESTHESIOLOGY (Spring Term 2017)  2017
58,91-982 - PLASTIC SURGERY (Spring Term 2017)  2017
59,91-982 - PLASTIC SURGERY (Spring Term 2017)  2017
60,91-986 - ORTHOPEDICS (Spring Term 2017)  2017
61,91-983 - GENERAL SURGERY (Spring Term 2017)  2017
62,91-981 - ANESTHESIOLOGY (Spring Term 2017)  2017
63,91-983 - GENERAL SURGERY (Spring Term 2017)  2017
64,91-985 - OPHTHALMOLOGY (Spring Term 2017)  2017
65,91-982 - PLASTIC SURGERY (Fall Term 2016)  2016
66,91-982 - PLASTIC SURGERY (Fall Term 2016)  2016
67,91-986 - ORTHOPEDICS (Fall Term 2016)  2016
68,91-983 - GENERAL SURGERY (Fall Term 2016)  2016
69,02-802TLC - SURGERY LONGITUDINAL CLERKSHIP (Spring Term 2016)  2016
70,91-985 - OPHTHALMOLOGY (Fall Term 2016)  2016
71,02-802 - SURGERY CLERKSHIP (Spring Term 2016)  2016
72,02-802TLC - SURGERY LONGITUDINAL CLERKSHIP (Fall Term 2015)  2015 - 2016
73,91-981 - ANESTHESIOLOGY (Spring Term 2016)  2016
74,02-802TLC - SURGERY LONGITUDINAL CLERKSHIP (Spring Term 2015)  2015 - 2016
75,02-802 - SURGERY CLERKSHIP (Spring Term 2016)  2016
76,02-802 - SURGERY CLERKSHIP (Spring Term 2016)  2016
77,02-802 - SURGERY CLERKSHIP (Fall Term 2015)  2015
78,STP2230 - ORTHOPAEDIC SURGERY (Fall Term 2015)  2015
79,02-802 - SURGERY CLERKSHIP (Fall Term 2015)  2015
80,02-802 - SURGERY CLERKSHIP (Fall Term 2015)  2015
81,02-802 - SURGERY CLERKSHIP (Spring Term 2015)  2015
82,91-981 - ANESTHESIOLOGY (Spring Term 2013)  2013
83,91-983 - GENERAL SURGERY (Spring Term 2013)  2013
84,91-983 - GENERAL SURGERY (Spring Term 2013)  2013
85,91-981 - ANESTHESIOLOGY (Spring Term 2013)  2013
86,91-982 - PLASTIC SURGERY (Spring Term 2013)  2013
87,91-984 - NEUROSURGERY (Spring Term 2013)  2013
88,91-985 - OPHTHALMOLOGY (Spring Term 2013)  2013
89,91-981 - ANESTHESIOLOGY (Spring Term 2013)  2013
90,91-988 - UROLOGY (Spring Term 2013)  2013
91,91-983 - GENERAL SURGERY (Spring Term 2013)  2013
92,91-981 - ANESTHESIOLOGY (Spring Term 2013)  2013
93,91-982 - PLASTIC SURGERY (Spring Term 2013)  2013
94,91-986 - ORTHOPEDICS (Spring Term 2013)  2013
95,91-981 - ANESTHESIOLOGY (Spring Term 2013)  2013
96,91-981 - ANESTHESIOLOGY (Spring Term 2013)  2013
97,91-983 - GENERAL SURGERY (Spring Term 2013)  2013
98,91-986 - ORTHOPEDICS (Spring Term 2013)  2013
99,91-981 - ANESTHESIOLOGY (Spring Term 2013)  2013
100,91-982 - PLASTIC SURGERY (Spring Term 2013)  2013
101,91-981 - ANESTHESIOLOGY (Spring Term 2013)  2013
102,91-986 - ORTHOPEDICS (Spring Term 2013)  2013
103,91-982 - PLASTIC SURGERY (Spring Term 2013)  2013
104,91-983 - GENERAL SURGERY (Spring Term 2013)  2013
105,91-981 - ANESTHESIOLOGY (Spring Term 2013)  2013
106,02-802 - SURGERY CLERKSHIP (Spring Term 2012)  2012
