,Teaching Activities
135,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Fall Term 2018)  2018
136,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Fall Term 2018)  2018
137,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Fall Term 2018)  2018
138,02-682TLC - PSYCHIATRY LONGITUDINAL CLERKSHIP (Spring Term 2018)  2018
139,02-102TLC - LONGITUDINAL INTEGRATED CLERKSHIP PARTICIPATION (Fall Term 2018)  2018
140,91-965 - AMBULATORY PEDIATRICS (Fall Term 2018)  2018
141,91-965 - AMBULATORY PEDIATRICS (Fall Term 2018)  2018
142,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Fall Term 2018)  2018
143,02-102TLC - LONGITUDINAL INTEGRATED CLERKSHIP PARTICIPATION (Spring Term 2018)  2018
144,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2018)  2018
145,02-102TLC - LONGITUDINAL INTEGRATED CLERKSHIP PARTICIPATION (Spring Term 2018)  2018
146,STP2999CM - MENTORSHIP THROUGH PAST EXPERIENCES (Spring Term 2018)  2018
147,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Spring Term 2018)  2018
148,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2018)  2018
149,02-282TLC - MEDICINE LONGITUDINAL CLERKSHIP (Fall Term 2017)  2017 - 2018
150,02-302TLC - FAMILY MEDICINE LONGITUDINAL CLERKSHIP (Fall Term 2017)  2017 - 2018
151,02-352TLC - NEUROLOGY LONGITUDINAL CLERKSHIP (Fall Term 2017)  2017 - 2018
152,02-402TLC - OBSTETRICS/GYNECOLOGY LONGITUDINAL CLERKSHIP (Fall Term 2017)  2017 - 2018
153,02-522TLC - PEDIATRICS LONGITUDINAL CLERKSHIP (Fall Term 2017)  2017 - 2018
154,02-682TLC - PSYCHIATRY LONGITUDINAL CLERKSHIP (Fall Term 2017)  2017 - 2018
155,02-802TLC - SURGERY LONGITUDINAL CLERKSHIP (Fall Term 2017)  2017 - 2018
156,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Spring Term 2018)  2018
157,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2018)  2018
158,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Spring Term 2018)  2018
159,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2017)  2017
160,15-102TLC - LONGITUDINAL SCHOLARLY ACTIVITY (Fall Term 2017)  2017
161,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Fall Term 2017)  2017
162,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2017)  2017
163,15-102TLC - LONGITUDINAL SCHOLARLY ACTIVITY (Fall Term 2017)  2017
164,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2017)  2017
165,02-302TLC - FAMILY MEDICINE LONGITUDINAL CLERKSHIP (Spring Term 2017)  2017
166,02-402TLC - OBSTETRICS/GYNECOLOGY LONGITUDINAL CLERKSHIP (Spring Term 2017)  2017
167,02-522TLC - PEDIATRICS LONGITUDINAL CLERKSHIP (Spring Term 2017)  2017
168,02-802TLC - SURGERY LONGITUDINAL CLERKSHIP (Spring Term 2017)  2017
169,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Fall Term 2017)  2017
170,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2017)  2017
171,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Spring Term 2017)  2017
172,STP2999CM - MENTORSHIP THROUGH PAST EXPERIENCES (Spring Term 2017)  2017
173,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Spring Term 2017)  2017
174,02-282TLC - MEDICINE LONGITUDINAL CLERKSHIP (Fall Term 2016)  2016 - 2017
175,02-302TLC - FAMILY MEDICINE LONGITUDINAL CLERKSHIP (Fall Term 2016)  2016 - 2017
176,02-352TLC - NEUROLOGY LONGITUDINAL CLERKSHIP (Fall Term 2016)  2016 - 2017
177,02-522TLC - PEDIATRICS LONGITUDINAL CLERKSHIP (Fall Term 2016)  2016 - 2017
178,02-682TLC - PSYCHIATRY LONGITUDINAL CLERKSHIP (Fall Term 2016)  2016 - 2017
179,02-802TLC - SURGERY LONGITUDINAL CLERKSHIP (Fall Term 2016)  2016 - 2017
180,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Spring Term 2017)  2017
181,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Spring Term 2017)  2017
182,91-961 - HIGH RISK NURSERY (NICU) (Spring Term 2017)  2017
183,91-965 - AMBULATORY PEDIATRICS (Spring Term 2017)  2017
184,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Spring Term 2017)  2017
185,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Fall Term 2016)  2016
186,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Fall Term 2016)  2016
187,91-961 - HIGH RISK NURSERY (NICU) (Fall Term 2016)  2016
188,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Fall Term 2016)  2016
189,91-965 - AMBULATORY PEDIATRICS (Fall Term 2016)  2016
190,02-352TLC - NEUROLOGY LONGITUDINAL CLERKSHIP (Spring Term 2016)  2016
191,02-402TLC - OBSTETRICS/GYNECOLOGY LONGITUDINAL CLERKSHIP (Spring Term 2016)  2016
192,02-522TLC - PEDIATRICS LONGITUDINAL CLERKSHIP (Spring Term 2016)  2016
193,02-682TLC - PSYCHIATRY LONGITUDINAL CLERKSHIP (Spring Term 2016)  2016
194,02-802TLC - SURGERY LONGITUDINAL CLERKSHIP (Spring Term 2016)  2016
195,15-102TLC - LONGITUDINAL SCHOLARLY ACTIVITY (Spring Term 2016)  2016
196,02-102TLC - LONGITUDINAL INTEGRATED CLERKSHIP PARTICIPATION (Fall Term 2016)  2016
197,91-965 - AMBULATORY PEDIATRICS (Fall Term 2016)  2016
198,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2016)  2016
199,52-527 - EVIDENCE-BASED MEDICINE IN PEDIATRICS (Fall Term 2016)  2016
200,91-965 - AMBULATORY PEDIATRICS (Fall Term 2016)  2016
201,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2016)  2016
202,02-302TLC - FAMILY MEDICINE LONGITUDINAL CLERKSHIP (Fall Term 2015)  2015 - 2016
203,02-352TLC - NEUROLOGY LONGITUDINAL CLERKSHIP (Fall Term 2015)  2015 - 2016
204,02-402TLC - OBSTETRICS/GYNECOLOGY LONGITUDINAL CLERKSHIP (Fall Term 2015)  2015 - 2016
205,02-522TLC - PEDIATRICS LONGITUDINAL CLERKSHIP (Fall Term 2015)  2015 - 2016
206,02-682TLC - PSYCHIATRY LONGITUDINAL CLERKSHIP (Fall Term 2015)  2015 - 2016
207,02-802TLC - SURGERY LONGITUDINAL CLERKSHIP (Fall Term 2015)  2015 - 2016
208,15-102TLC - LONGITUDINAL SCHOLARLY ACTIVITY (Fall Term 2015)  2015 - 2016
209,02-282TLC - MEDICINE LONGITUDINAL CLERKSHIP (Spring Term 2015)  2015 - 2016
210,02-302TLC - FAMILY MEDICINE LONGITUDINAL CLERKSHIP (Spring Term 2015)  2015 - 2016
211,02-352TLC - NEUROLOGY LONGITUDINAL CLERKSHIP (Spring Term 2015)  2015 - 2016
212,02-402TLC - OBSTETRICS/GYNECOLOGY LONGITUDINAL CLERKSHIP (Spring Term 2015)  2015 - 2016
213,02-522TLC - PEDIATRICS LONGITUDINAL CLERKSHIP (Spring Term 2015)  2015 - 2016
214,02-682TLC - PSYCHIATRY LONGITUDINAL CLERKSHIP (Spring Term 2015)  2015 - 2016
215,02-802TLC - SURGERY LONGITUDINAL CLERKSHIP (Spring Term 2015)  2015 - 2016
216,15-102TLC - LONGITUDINAL SCHOLARLY ACTIVITY (Spring Term 2015)  2015 - 2016
217,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2016)  2016
218,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2016)  2016
219,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2015)  2015
220,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2015)  2015
221,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2015)  2015
222,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2015)  2015
223,91-965 - AMBULATORY PEDIATRICS (Spring Term 2013)  2013
224,91-965 - AMBULATORY PEDIATRICS (Spring Term 2013)  2013
225,91-961 - HIGH RISK NURSERY (NICU) (Spring Term 2013)  2013
226,06-410T - MEDICAL ETHICS ACROSS THE CLINICAL SPECTRUM (Fall Term 2012)  2012
227,91-965 - AMBULATORY PEDIATRICS (Fall Term 2012)  2012
228,91-965 - AMBULATORY PEDIATRICS (Fall Term 2012)  2012
229,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2012)  2012
230,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2012)  2012
231,91-965 - AMBULATORY PEDIATRICS (Spring Term 2012)  2012
232,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2012)  2012
233,91-965 - AMBULATORY PEDIATRICS (Spring Term 2012)  2012
234,91-965 - AMBULATORY PEDIATRICS (Fall Term 2011)  2011
235,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2011)  2011
236,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2011)  2011
237,91-965 - AMBULATORY PEDIATRICS (Fall Term 2011)  2011
238,91-965 - AMBULATORY PEDIATRICS (Fall Term 2011)  2011
239,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2011)  2011
240,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2011)  2011
241,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2011)  2011
242,91-965 - AMBULATORY PEDIATRICS (Spring Term 2011)  2011
243,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2011)  2011
244,91-965 - AMBULATORY PEDIATRICS (Spring Term 2011)  2011
245,91-965 - AMBULATORY PEDIATRICS (Fall Term 2010)  2010
246,TERM522 - PEDIATRICS CLERKSHIP (Fall Term 2010)  2010
247,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2010)  2010
248,91-965 - AMBULATORY PEDIATRICS (Fall Term 2010)  2010
249,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2010)  2010
250,91-965 - AMBULATORY PEDIATRICS (Fall Term 2010)  2010
251,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2010)  2010
252,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2010)  2010
253,91-965 - AMBULATORY PEDIATRIC ELECTIVE (Spring Term 2010)  2010
254,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2010)  2010
255,91-965 - AMBULATORY PEDIATRIC ELECTIVE (Spring Term 2010)  2010
256,91-965 - AMBULATORY PEDIATRIC ELECTIVE (Spring Term 2010)  2010
257,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2010)  2010
258,91-965 - AMBULATORY PEDIATRIC ELECTIVE (Spring Term 2010)  2010
259,TERM522 - PEDIATRICS CLERKSHIP (Fall Term 2009)  2009 - 2010
260,91-965 - AMBULATORY PEDIATRIC ELECTIVE (Fall Term 2009)  2009
261,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2009)  2009
262,91-965 - AMBULATORY PEDIATRIC ELECTIVE (Fall Term 2009)  2009
263,91-965 - AMBULATORY PEDIATRIC ELECTIVE (Fall Term 2009)  2009
264,TERM522 - PEDIATRICS CLERKSHIP (Fall Term 2009)  2009
265,91-965 - AMBULATORY PEDIATRIC ELECTIVE (Fall Term 2009)  2009
266,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2009)  2009
267,91-965 - AMBULATORY PEDIATRIC ELECTIVE (Fall Term 2009)  2009
268,91-965 - AMBULATORY PEDIATRIC ELECTIVE (Fall Term 2009)  2009
269,91-965 - AMBULATORY PEDIATRIC ELECTIVE (Fall Term 2009)  2009
270,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2009)  2009
271,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2009)  2009
272,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2009)  2009
273,02-522 - PEDIATRICS CLERKSHIP (Spring Term 2009)  2009
274,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2008)  2008 - 2009
275,91-965 - AMBULATORY PEDIATRIC ELECTIVE (Fall Term 2008)  2008
276,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2008)  2008
277,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2008)  2008
278,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2008)  2008
279,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2007)  2007
280,02-522 - PEDIATRICS CLERKSHIP (Fall Term 2007)  2007
